zipCode,cityName,stateName,countyName,population,populationDensity,augHi,decHi,augHiMinusDecHi,numInchesOfRain,numDaysOfRain,numSunnyDays,numInchesOfSnow,numviolentCrime,propertyCrime,medianAge,medianIncome,medianHomePrice,%Asian,%Black,%White,%Hispanic
98282,camano_island,washington,Island County,15989,402,71,45,26,20,138,162,4,14.4,22.6,53.4,66890,463500,1.5,N/A,91,5.5
98297,waldron,washington,San Juan County,58,13,72,45,27,29,144,157,8,8.3,22.8,68.8,34583,777200,N/A,N/A,100,N/A
98321,buckley,washington,Pierce County,15760,439,77,44,33,49,173,142,5,23,29.2,38.8,72098,390800,N/A,1.1,88.1,6.6
98333,fox_island,washington,Pierce County,3848,742,76,46,30,45,152,137,2,11.6,19.1,44.8,95487,697100,N/A,N/A,92.6,N/A
98349,longbranch,washington,Pierce County,4388,206,77,45,32,50,159,137,3,24.5,33.6,44.7,52339,316000,1.9,N/A,92.1,2.2
98360,orting,washington,Pierce County,13147,189,78,46,32,41,157,141,4,17.2,23.7,39.1,76500,345200,1.3,2.4,84.8,6.3
98371,puyallup,washington,Pierce County,20767,1802,78,46,32,40,152,140,3,26.9,45.3,42.5,66067,373400,3.3,2.1,80.1,7.6
98383,silverdale,washington,Kitsap County,20317,1130,77,45,32,42,154,154,3,25.3,36.1,37.7,62113,384500,10,4,70.4,6.6
98403,tacoma,washington,Pierce County,7856,7161,77,46,31,41,152,141,4,51.4,87.2,36.8,58337,482000,4.7,1.2,85.8,4.4
98422,tacoma,washington,Pierce County,20965,3146,76,46,30,40,152,140,5,34,66.2,41.4,81761,443700,12.2,5,65.6,8.8
98447,parkland,washington,Pierce County,767,13224.1,77,45,32,42.3,156.3,139,4.7,N/A,N/A,19.9,0,349600,9.8,1.6,73.5,6.1
98512,olympia,washington,Thurston County,29866,198,79,45,34,49,160,136,6,23.6,34.6,40.2,66517,349200,3.1,2.4,84,5.8
98532,chehalis,washington,Lewis County,23919,74,80,45,35,52,171,136,2,25.6,45.3,40.5,51685,263900,2.2,1.4,86.7,5.6
98547,grayland,washington,Grays Harbor County,1417,23,68,47,21,76,194,126,1,36.4,44.5,57.3,27069,168000,N/A,N/A,90.3,8.9
98563,montesano,washington,Grays Harbor County,7410,20,72,46,26,80,187,135,2,29.2,35.3,43.8,54750,232200,2,N/A,84.4,9
98577,raymond,washington,Pacific County,6483,17,72,47,25,98,196,126,2,27.1,33.2,45,43229,136500,3.3,N/A,79.5,11.9
98588,tahuya,washington,Mason County,1457,30,76,44,32,70,161,136,4,16.1,62.6,61.1,49306,314900,N/A,N/A,96.4,2.7
98602,appleton,washington,Klickitat County,121,2,81,36,45,35,91,195,41,11.4,33.2,65.8,53250,320200,N/A,15.7,71.1,N/A
98614,chinook,washington,Pacific County,139,5,68,48,20,76,201,126,2,40,46.3,55,38636,227400,N/A,N/A,86.3,N/A
98629,la_center,washington,Clark County,7776,201,80,44,36,63,177,142,2,9.1,15.2,44.2,74102,453200,2,1.4,88.8,4.8
98644,seaview,washington,Pacific County,239,339,68,48,20,85,202,126,1,15.8,35.5,41.3,38641,165700,N/A,2.1,97.9,N/A
98663,vancouver,washington,Clark County,13628,3163,80,46,34,41,159,142,3,30.2,52.9,39.4,53137,315800,1.7,2,79.5,8.2
98683,vancouver,washington,Clark County,34072,4694,81,45,36,40,162,142,3,20.2,46.8,39.7,58874,381400,8.8,2.2,72.5,9.8
98815,cashmere,washington,Chelan County,7697,65,87,34,53,16,85,201,51,25.6,36,38.7,59735,313700,3.9,N/A,69.5,25.7
98828,malaga,washington,Chelan County,2776,49,87,34,53,9,71,201,28,9.5,23.7,37.5,60913,289300,N/A,N/A,73.2,21.3
98841,omak,washington,Okanogan County,8850,23,88,33,55,13,68,190,33,35.6,49.4,42.5,43972,166500,1.8,N/A,60.8,12.8
98852,stehekin,washington,Chelan County,7,0,78,28,50,39,131,189,256,10.3,27.3,45.8,21250,311900,N/A,N/A,100,N/A
98902,yakima,washington,Yakima County,46258,5122,87,36,51,9,74,201,18,48.1,59.5,32.6,38142,179600,N/A,N/A,44.8,50.3
98932,granger,washington,Yakima County,5335,158,89,38,51,8,63,201,10,42.6,49.4,26,43117,169800,N/A,N/A,17.6,76.7
98942,selah,washington,Yakima County,17666,94,88,37,51,9,78,201,19,22,28.3,37.7,57583,266600,N/A,1.3,82.1,11.5
99001,airway_heights,washington,Spokane County,6706,944,83,33,50,17,104,174,45,42.6,58,34.4,37880,215700,4.1,6,66,11.4
99016,spokane_valley,washington,Spokane County,13901,552,83,34,49,20,117,174,41,21.5,36,37.4,58608,296600,1.2,N/A,91.6,2.9
99027,otis_orchards-east_farms,washington,Spokane County,6122,406,83,34,49,22,118,174,41,16,23.4,44.1,53263,307900,N/A,N/A,93.3,4.3
99040,wellpinit,washington,Stevens County,711,7,84,32,52,16,99,174,43,62.4,80.1,39.2,29271,82800,N/A,1.3,18.8,1.8
99115,coulee_city,washington,Grant County,1300,3,87,34,53,9,83,190,18,27.5,38.2,43.1,45139,183200,N/A,1.5,96.1,1
99126,evans,washington,Stevens County,1069,21,87,32,55,19,103,174,45,25,32,44.8,49946,232600,N/A,N/A,84.2,13.2
99138,inchelium,washington,Ferry County,1220,2,87,33,54,21,100,174,41,54.3,63.4,39.4,25795,175800,N/A,N/A,33.9,4.3
99150,malo,washington,Ferry County,449,8,83,29,54,18,96,174,44,31.2,38.5,57.2,28750,290000,13.1,N/A,72.6,N/A
99160,orient,washington,Ferry County,187,2,82,28,54,17,93,174,44,25.4,32.9,54.9,14750,81800,N/A,N/A,83.4,N/A
99174,steptoe,washington,Whitman County,48,358,84,36,48,19,112,174,29,9.1,27.8,41.5,36667,138000,N/A,N/A,89.6,10.4
99205,spokane,washington,Spokane County,42977,4802,83,33,50,17,116,174,44,39.6,95.2,36.2,45544,184800,1.2,1.3,86.2,5.1
99301,pasco,washington,Franklin County,77226,166,89,39,50,8,83,192,4,33.6,39.2,29.6,57533,242000,2.2,1.9,41.1,52.6
99333,hooper,washington,Whitman County,54,1,88,37,51,12,85,192,15,14.3,31.4,46.3,26250,252400,N/A,N/A,100,N/A
99347,pomeroy,washington,Garfield County,2290,3,84,36,48,19,110,169,27,19.1,27.1,46.9,51189,186500,1.7,N/A,91,3.4
99360,touchet,washington,Walla Walla County,1451,9,88,41,47,14,101,192,7,10,17.6,38.6,65208,384700,N/A,N/A,83,14.8
98002,auburn,washington,King County,34255,4763,78,46,32,40,152,140,5,44.2,58.5,36.5,44930,311900,5.7,5.2,54.8,23.3
98014,carnation,washington,King County,7080,156,77,45,32,50,174,156,3,11.7,19.9,46.5,97806,619900,2.4,1.2,86.7,6.7
98029,issaquah,washington,King County,27379,3058,76,44,32,53,174,151,6,13.6,24.6,36.6,99519,743300,28.5,2.6,58,5.6
98040,mercer_island,washington,King County,24768,3880,77,46,31,39,153,140,5,11.4,19.7,45.5,125651,1570000,18.8,1.8,72.4,3
98056,renton,washington,King County,35652,4734,77,46,31,39,151,146,5,33,48,36.7,72420,545600,20.6,7,51.7,14.6
98077,cottage_lake,washington,King County,14521,838,77,45,32,49,175,153,5,2.9,9.2,42.1,136833,871700,7.3,N/A,80.9,6.2
98108,seattle,washington,King County,24134,3223,77,46,31,39,153,140,5,46,80.9,35.6,52934,544200,37,18.7,26.4,10.1
98122,seattle,washington,King County,37270,16113,76,46,30,37,153,164,5,42.9,80.9,31.4,55725,754000,10.8,11.1,63,6.9
98155,shoreline,washington,King County,34436,4558,75,46,29,37,162,164,4,21.3,30.7,41.4,72241,567600,11.8,4.1,68.7,9
98198,des_moines,washington,King County,37262,4834,77,46,31,39,151,140,5,36.8,46.4,38.2,55516,365700,13.7,9.8,47.6,19.1
98222,blakely_island,washington,San Juan County,56,8,72,46,26,27,134,159,4,10.1,31.2,68.8,58750,833900,N/A,N/A,100,N/A
98236,clinton,washington,Island County,6026,263,75,45,30,35,163,164,2,14.9,22.1,54.7,61558,482800,N/A,N/A,91.5,5.5
98248,ferndale,washington,Whatcom County,23980,339,72,45,27,37,160,158,8,22.1,30.5,38.6,59369,385400,3.5,N/A,77.3,11.7
98260,langley,washington,Island County,5601,212,74,46,28,29,150,163,2,16,30.6,57.8,63650,512600,2.6,N/A,92.3,1.8
98273,mount_vernon,washington,Skagit County,30422,362,74,46,28,36,162,160,5,32.8,45.5,35.1,49945,337600,2.2,1.2,62.6,30.9
98283,rockport,washington,Skagit County,252,0,77,41,36,74,182,158,27,34,42.9,62.5,30298,208500,N/A,N/A,95.2,1.6
98303,anderson_island,washington,Pierce County,1292,166,76,45,31,48,154,136,5,11.4,18.5,63.4,45694,282100,N/A,1.2,93.9,2.8
98323,carbonado,washington,Pierce County,751,3,74,43,31,68,183,142,16,20.3,26.8,37.5,56528,290000,N/A,N/A,92.7,6.5
98335,artondale,washington,Pierce County,25128,1139,76,46,30,45,152,139,2,15.8,24.1,44.9,78044,536900,2.1,N/A,88.2,4.6
98350,la_push,washington,Clallam County,416,131,71,45,26,109,206,137,7,58.1,72.7,28.9,40500,111100,N/A,N/A,6.3,4.8
98361,packwood,washington,Lewis County,718,2,77,43,34,62,153,164,51,38.6,48.3,61.7,35208,144200,N/A,N/A,99.3,N/A
98372,puyallup,washington,Pierce County,24907,1826,78,46,32,41,156,140,5,29.1,48.2,40,63121,405600,5.7,1.5,75.1,10.1
98385,south_prairie,washington,Pierce County,291,615,77,44,33,49,173,142,5,29.9,36.1,49.3,70227,273300,N/A,N/A,85.6,2.4
98404,tacoma,washington,Pierce County,33898,4457,77,46,31,41,156,140,5,57.1,87.8,32.7,43333,270200,12.2,12.9,40.1,23.2
98424,fife,washington,Pierce County,11064,1754,77,46,31,41,152,140,3,45.2,59.3,31.3,58008,367100,13.9,8.3,48,16.3
98465,tacoma,washington,Pierce County,6510,3917,77,46,31,41,153,139,4,48.4,86.4,43.5,46857,364100,8.6,9.6,69.5,6.6
98513,olympia,washington,Thurston County,34601,586,77,44,33,48,167,136,7,21.2,30.8,35.8,68651,303200,7.5,4.5,65.2,9.5
98533,cinebar,washington,Lewis County,426,4,79,45,34,60,162,136,7,10.1,29.6,64.8,36033,263200,N/A,N/A,99.1,N/A
98548,hoodsport,washington,Mason County,2036,15,76,43,33,92,174,136,6,31.9,38.9,61.7,32105,176900,3.4,N/A,84.9,3.1
98564,mossyrock,washington,Lewis County,2166,15,79,44,35,61,160,136,8,23.5,29,56.7,45313,247900,N/A,N/A,78.6,13.7
98579,rochester,washington,Thurston County,13422,148,79,45,34,51,160,136,6,20.5,26.9,38.4,58239,311500,N/A,N/A,83.8,10.2
98589,tenino,washington,Thurston County,7290,79,79,45,34,49,166,136,6,26,33.8,44.7,55308,317800,N/A,N/A,84.6,7.7
98603,ariel,washington,Cowlitz County,1206,10,81,42,39,86,177,142,8,11.9,25.3,40.7,59708,363200,N/A,N/A,95.6,2.2
98616,cougar,washington,Cowlitz County,146,1,81,42,39,90,177,142,9,10.8,23.1,70.2,31890,377800,N/A,N/A,100,N/A
98631,long_beach,washington,Pacific County,3576,230,68,48,20,86,202,126,1,31.7,42.6,52.4,41214,236100,N/A,N/A,83.1,12.1
98645,silverlake,washington,Cowlitz County,1276,86,80,45,35,57,180,138,3,12.5,27.1,47.1,54792,333500,N/A,N/A,81.4,9.2
98664,vancouver,washington,Clark County,21704,4125,80,45,35,43,167,142,3,26.7,50.8,41.3,51489,312100,3.9,1.2,75,12.6
98684,vancouver,washington,Clark County,27620,3961,80,45,35,44,167,142,3,19.6,46.3,35.3,57216,327300,6,3.3,74.5,10
98816,chelan,washington,Chelan County,6323,16,87,33,54,12,69,200,34,28.1,43.3,41.2,42721,271100,N/A,N/A,61.4,38.4
98829,malott,washington,Okanogan County,712,10,85,30,55,14,88,201,68,35.2,44.5,49.4,37125,416600,N/A,1.7,52.8,44
98843,orondo,washington,Douglas County,1995,30,83,31,52,24,87,200,68,10.4,27.9,34.7,51827,410600,N/A,N/A,38.8,59.3
98853,stratford,washington,Grant County,16,2,87,34,53,8,67,189,21,14.8,47.2,66.5,0,179100,N/A,N/A,100,N/A
98903,union_gap,washington,Yakima County,14116,49,87,36,51,9,74,201,18,33.5,51.8,38.5,46297,218700,2.2,N/A,61.8,32.6
98933,harrah,washington,Yakima County,1169,48,88,37,51,8,72,201,17,39.8,47.5,30.9,51083,166700,2.3,N/A,23.1,49.6
98943,south_cle_elum,washington,Kittitas County,871,1014,80,34,46,28,119,200,79,25.6,33.9,43.4,48083,206700,N/A,N/A,85.5,7
99003,chattaroy,washington,Spokane County,4285,61,83,33,50,22,112,174,43,14.2,40.7,55.5,66169,350800,N/A,N/A,96.9,N/A
99017,lamont,washington,Whitman County,167,2,84,35,49,17,94,174,24,20.8,28.6,40.3,39821,74600,N/A,N/A,99.4,N/A
99029,reardan,washington,Lincoln County,1126,10,84,32,52,16,101,174,44,21.6,26.6,42.8,63364,236300,N/A,N/A,93.9,4.4
99101,addy,washington,Stevens County,1310,12,86,32,54,21,106,174,43,27.3,36.3,54.5,36691,166300,1.1,N/A,88.3,1.3
99116,coulee_dam,washington,Okanogan County,1683,36,88,33,55,12,87,176,32,28.8,37.6,41.9,50134,154100,N/A,N/A,47.7,5.1
99128,farmington,washington,Whitman County,243,3,83,35,48,24,112,173,43,8.1,14.4,48.4,75833,154200,N/A,N/A,92.6,3.3
99139,ione,washington,Pend Oreille County,1510,7,86,33,53,24,122,174,50,25.1,32.8,43,47788,253200,N/A,N/A,94.2,1.9
99151,marcus,washington,Stevens County,134,1098,88,33,55,20,106,174,44,28.8,35.8,57.7,30625,115200,1.5,N/A,78.4,5.2
99161,palouse,washington,Whitman County,1340,18,84,35,49,21,114,169,42,11.1,15.5,52.4,57904,216500,1,1,92.2,3.8
99176,thornton,washington,Whitman County,237,6,84,35,49,18,108,174,28,12.1,25.6,41.6,53125,287400,2.1,N/A,77.6,11.4
99206,spokane_valley,washington,Spokane County,36882,1576,83,34,49,20,117,174,43,28,43.6,38.3,52057,259100,1,N/A,87.5,6.5
99320,benton_city,washington,Benton County,9223,66,89,39,50,8,80,193,4,21.7,30.7,44.6,63005,263700,N/A,N/A,76,19.5
99335,kahlotus,washington,Franklin County,273,2,88,36,52,10,67,183,14,20.9,29.2,37.8,40000,150900,N/A,2.2,90.5,7.3
99348,prescott,washington,Walla Walla County,1261,2,88,39,49,16,93,191,10,41.1,51,27.7,39865,182700,N/A,N/A,46.2,52.2
99361,waitsburg,washington,Walla Walla County,1788,8,87,38,49,20,113,190,13,23.6,31.4,49.4,48194,204700,N/A,N/A,93,3.8
98003,federal_way,washington,King County,48065,4132,76,45,31,41,165,140,5,43.6,58.8,35.5,45563,339500,12.5,11.1,45.8,21.1
98019,duvall,washington,King County,11754,154,77,45,32,58,184,161,5,9.9,14.2,39.5,93004,599200,2.3,2.2,88.1,4.6
98030,kent,washington,King County,36968,5185,77,45,32,44,161,153,6,40,54.4,32.9,52297,386600,20.9,14.3,44,13.3
98042,covington,washington,King County,47043,1654,77,45,32,45,162,143,6,15.3,25.1,40,88006,427000,10.8,4.2,70.7,8.1
98057,renton,washington,King County,13089,2145,77,46,31,39,151,140,5,54.9,71.2,33.8,42500,369300,22.2,17.3,38.5,14.6
98087,north_lynnwood,washington,Snohomish County,37732,6778,75,45,30,40,168,164,4,32,43.4,33.5,66135,470900,20.3,5.9,48.1,16
98109,seattle,washington,King County,27002,13542,76,46,30,37,153,164,5,34,78.5,32,81134,775500,15.6,3.1,70.1,4.3
98125,seattle,washington,King County,40803,7562,76,46,30,38,161,164,4,35.9,78.5,37.8,52353,633000,14.9,7.7,62.6,8
98199,seattle,washington,King County,21660,5172,76,46,30,38,157,164,4,26,62,41.4,83611,915500,6.9,2.9,79.6,5.6
98223,arlington,washington,Snohomish County,42071,132,75,45,30,42,174,161,5,19,33.7,42.4,66092,395500,1.5,1,87.2,5.9
98237,concrete,washington,Skagit County,4311,13,76,43,33,65,184,159,21,36.1,45.1,43.2,53013,224700,N/A,N/A,86.9,5.8
98249,freeland,washington,Island County,4160,261,74,46,28,23,138,162,2,21.7,30.4,56.7,60153,475100,1.2,1,89.4,1.4
98261,lopez_island,washington,San Juan County,2588,87,72,46,26,27,136,158,4,9.2,26.7,58.5,49052,596000,1.1,1,89,5.4
98274,mount_vernon,washington,Skagit County,17359,123,73,45,28,42,171,160,6,22.3,34.8,45.1,57756,369400,2.3,N/A,70,22.2
98284,sedro_woolley,washington,Skagit County,26175,93,75,44,31,49,174,160,8,27.2,40.7,35.9,56114,301600,N/A,1.1,82.6,10.5
98304,ashford,washington,Pierce County,744,2,76,41,35,64,173,139,57,26,34.3,56.1,36701,149600,N/A,N/A,99.9,N/A
98325,chimacum,washington,Jefferson County,1457,48,74,45,29,22,140,159,2,13.4,23.2,55.7,58125,323400,1.2,N/A,88.8,4.8
98336,glenoma,washington,Lewis County,797,12,79,43,36,61,153,137,18,18.5,42.5,57.1,34205,177000,N/A,N/A,93.4,N/A
98351,longbranch,washington,Pierce County,875,102,76,45,31,50,156,136,5,21.5,30.4,50.6,53050,373500,N/A,N/A,84.2,N/A
98362,port_angeles,washington,Clallam County,23532,107,70,43,27,35,144,129,3,35.8,46.6,47.9,46540,262600,1.8,1.9,85.2,5
98373,south_hill,washington,Pierce County,23561,2505,77,45,32,42,157,141,5,31.1,41.4,34.2,61228,355900,5.9,5.2,70.6,11.3
98387,spanaway,washington,Pierce County,47293,1667,77,45,32,42,157,139,5,27,36.9,33.5,63994,312200,4.9,8,66.5,11
98405,tacoma,washington,Pierce County,23668,5731,77,46,31,41,152,141,4,57.3,88.1,34.8,44787,301300,5.5,14.5,62.1,9.1
98466,university_place,washington,Pierce County,27647,4669,77,46,31,41,153,139,3,34.3,42.8,36.9,54010,395800,6.2,8.9,67.4,7.6
98516,olympia,washington,Thurston County,23241,811,77,45,32,48,160,136,5,17,26.7,40.8,68118,355600,11.3,3.7,66.4,10.5
98535,copalis_beach,washington,Grays Harbor County,575,56,69,46,23,90,186,126,2,61.8,71.5,50,33507,174800,2.4,N/A,82.1,2.3
98550,hoquiam,washington,Grays Harbor County,10995,51,69,46,23,88,187,129,2,36.5,47.8,45.9,38726,124800,1.6,N/A,84.2,7.1
98565,napavine,washington,Lewis County,749,1210,80,45,35,52,171,136,2,18.8,24.1,29.6,60833,245800,N/A,N/A,91.3,N/A
98580,roy,washington,Pierce County,11504,82,76,45,31,46,161,136,6,24.4,30.9,45,61516,394300,1.4,N/A,86.5,6.7
98590,tokeland,washington,Pacific County,463,150,69,47,22,76,196,126,1,20.8,27.4,56.3,38864,203600,N/A,N/A,77.5,N/A
98604,battle_ground,washington,Clark County,36440,504,80,44,36,54,175,142,2,15.3,22.2,37.8,66206,388900,1.7,N/A,89.5,5.3
98617,dallesport,washington,Klickitat County,1596,144,87,41,46,18,105,191,14,22.1,29.5,50,47344,231100,1.7,N/A,89.6,1.6
98632,longview,washington,Cowlitz County,49913,386,78,44,34,56,183,141,4,40.3,53.3,40.9,41732,245900,1.6,N/A,81.8,10.3
98647,skamokawa_valley,washington,Wahkiakum County,271,4,74,47,27,98,187,126,4,30.7,37.8,66.9,26488,239400,3.3,N/A,92.3,N/A
98665,hazel_dell,washington,Clark County,27029,3355,80,46,34,44,167,142,2,28.9,39.3,37.2,50305,327200,4.6,1.8,73,16
98685,salmon_creek,washington,Clark County,28782,2958,80,46,34,44,167,142,2,15.4,24.1,41.8,79265,386600,4.5,1,83.5,7.3
98817,chelan_falls,washington,Chelan County,122,124,83,31,52,17,85,200,64,19.2,27.2,53.5,20156,252700,N/A,N/A,100,N/A
98830,mansfield,washington,Douglas County,543,1,85,31,54,12,79,199,57,17.5,25.1,47.6,55333,159200,N/A,N/A,98.3,N/A
98844,oroville,washington,Okanogan County,4614,14,87,32,55,15,94,180,57,32,46.6,49.8,35542,157400,N/A,N/A,79.3,13.4
98855,tonasket,washington,Okanogan County,5777,9,86,32,54,14,96,181,63,33.6,38.3,50.2,39028,165100,N/A,N/A,77.9,13.8
98908,yakima,washington,Yakima County,36614,371,87,36,51,9,72,201,18,27.1,38.7,41.7,58063,293900,1.5,N/A,74.7,20.1
98934,kittitas,washington,Kittitas County,1097,1292,84,34,50,9,74,201,21,34,40.2,35.5,39167,183500,1,N/A,82.1,14.1
98944,sunnyside,washington,Yakima County,22442,39,89,38,51,8,63,201,10,45,52.5,27.4,36040,180600,N/A,N/A,17.4,81.8
99004,cheney,washington,Spokane County,20226,60,83,33,50,18,112,174,42,27.5,35.9,25.8,41177,247800,2.5,3.6,83.3,6.4
99018,latah,washington,Spokane County,281,8,83,34,49,20,104,174,36,23.3,31.7,46.1,52045,168600,N/A,N/A,92.5,3.2
99030,rockford,washington,Spokane County,973,12,83,34,49,18,111,174,40,17.9,25.1,52.1,60750,206800,N/A,N/A,94.6,2.4
99102,albion,washington,Whitman County,550,2371,84,35,49,21,121,169,37,27.9,35.2,32.8,36667,139700,N/A,N/A,91.8,2.9
99117,creston,washington,Lincoln County,441,2,84,32,52,13,75,174,34,17.9,25.2,47.8,40938,164400,N/A,N/A,94.1,2.3
99129,fruitland,washington,Stevens County,812,5,85,32,53,16,84,174,31,35,68.6,46.5,31625,131700,N/A,N/A,42.1,3.8
99140,keller,washington,Ferry County,446,1,86,32,54,13,95,174,38,51.4,60.8,38,24792,149800,N/A,N/A,21.5,1.6
99152,metaline,washington,Pend Oreille County,196,42,84,32,52,27,131,174,57,21.6,29.1,49.5,54861,204400,N/A,N/A,91.8,3.1
99163,pullman,washington,Whitman County,33998,164,84,35,49,21,116,169,42,34,41.4,22.1,26116,297100,10.9,2.6,73.9,6.8
99179,uniontown,washington,Whitman County,499,7,84,35,49,22,117,169,43,8.7,13.7,41.4,64917,287900,N/A,N/A,97.4,N/A
99207,spokane,washington,Spokane County,30041,5515,83,33,50,17,116,174,44,54.6,95.2,32.1,33235,154300,2.9,2.1,78,7.4
99321,beverly,washington,Grant County,354,10,90,38,52,8,66,201,12,51.8,69.1,27.4,58300,179100,N/A,N/A,N/A,100
99336,kennewick,washington,Benton County,51089,3831,89,39,50,8,83,192,4,44.9,54,30.9,42043,271700,2.4,2.1,58.2,33
99349,mattawa,washington,Grant County,9553,36,90,39,51,8,59,201,9,41.7,46.3,21.7,47428,164900,N/A,N/A,11.9,87.5
99362,walla_walla,washington,Walla Walla County,41321,129,88,40,48,19,105,192,9,31.9,42.8,36.9,47782,253300,1.9,1.8,70,22.3
98004,bellevue,washington,King County,34283,4869,76,46,30,38,153,164,5,21.1,33.5,37.9,100344,1515600,29.9,1.7,58,4.6
98020,edmonds,washington,Snohomish County,20159,3892,75,46,29,37,157,164,4,17.3,26.5,49.3,79246,723500,6.2,N/A,82,4
98031,east_hill-meridian,washington,King County,37292,4970,77,45,32,44,161,140,6,28.9,42.8,35.4,65321,406000,26.1,9,45.4,13.4
98043,mountlake_terrace,washington,Snohomish County,20922,5115,75,45,30,37,162,164,4,28.5,38.7,36.7,61396,445300,12,6.3,64.8,10.4
98058,fairwood,washington,King County,42649,2251,76,44,32,52,173,140,6,18.2,27,39.6,81221,425900,16.4,7.1,59.5,10.3
98092,auburn,washington,King County,44821,1008,76,44,32,46,165,140,5,24.2,38.1,34.9,71803,409500,11.4,2.9,66.2,7.6
98110,bainbridge_island,washington,Kitsap County,23689,858,76,46,30,44,157,156,4,12,17.8,47.7,95976,830900,3.4,1,87.1,3.9
98126,seattle,washington,King County,23360,7629,77,46,31,39,153,140,5,34.2,77.8,38.7,67359,588300,10.5,12,65,6.3
98164,seattle,washington,King County,127,31750,76,46,30,38,153,164,5,19.1,44.1,66.3,85150,882300,22.8,N/A,77.2,N/A
98201,everett,washington,Snohomish County,28760,3847,75,45,30,44,174,163,4,47.5,63,37.7,43121,349700,5.7,3.3,74.6,7.9
98224,baring,washington,King County,235,1,74,40,34,101,196,155,44,35.9,44.6,58.2,32813,228000,N/A,N/A,92.8,N/A
98238,conway,washington,Skagit County,11,50.5,72,45,27,42,170.6,160,5.7,N/A,N/A,7.1,0,360200,N/A,N/A,100,N/A
98250,friday_harbor,washington,San Juan County,7810,126,72,46,26,27,136,157,4,23.1,32.6,52.7,61116,585300,1.2,N/A,88.4,6.8
98262,lummi_island,washington,Whatcom County,905,98,72,45,27,33,148,158,6,14.1,43.4,57.3,67813,442400,N/A,N/A,94.6,1.9
98275,mukilteo,washington,Snohomish County,21050,2775,75,45,30,40,168,164,4,16.2,25.5,44.5,89942,595100,18.1,1.5,69.4,5.8
98286,shaw_island,washington,San Juan County,166,22,72,46,26,27,133,160,5,9.5,28.4,63.3,59375,790800,1.2,N/A,97,N/A
98305,beaver,washington,Clallam County,312,3,72,44,28,99,197,126,8,35.5,58.3,50.9,38333,143900,N/A,N/A,94.6,N/A
98326,clallam_bay,washington,Clallam County,645,2,73,44,29,97,194,126,8,47.8,57.2,50.8,13667,219900,1.1,2.2,74,11.6
98337,bremerton,washington,Kitsap County,6954,6699,76,46,30,50,158,148,3,51.3,62,32.6,34299,256400,6.6,7.4,69.9,8.2
98353,manchester,washington,Kitsap County,35,44,76,46,30,45,156,148,5,16.5,34.6,7.4,0,371600,N/A,N/A,100,N/A
98363,port_angeles,washington,Clallam County,14084,22,70,43,27,36,145,135,3,36,46.4,41.7,48398,249000,N/A,N/A,84,4.9
98374,south_hill,washington,Pierce County,38883,2452,77,45,32,44,165,141,5,22.7,32.4,36.3,76880,355600,5.1,3.1,74.1,8.3
98388,steilacoom,washington,Pierce County,6571,743,77,46,31,44,151,137,6,24.1,30,43.7,57880,385000,8.3,5.7,69.6,7.5
98406,tacoma,washington,Pierce County,23594,5528,77,46,31,41,153,141,3,40.4,84.6,39.4,62328,399400,4.3,5,77.5,7.4
