City,State,Population,People per sq mi,Metro Name,Metro population,Median household income,% with at least Bachelor's degree,Median age,Median home price,Median home sqft,Median home cost per sqft,Median home age,Homeownership Rate,Avg Apartment Monthly Rent,Single Population,Num Violent Crimes Per 100k residents,Num Property Crimes Per 100k residents,Poverty Rate,Unemployment rate,Labor Force Participation rate,County,% Democrat,% Republican,% Asian,% Black,% Non-Hispanic White,% Hispanic,Foreign Born %,Timezone,Hottest month's avg high (F),Coldest month's avg high (F),Hottest high minus coldest high,Annual rainfall (in),Annual days of precipitation,Annual snowfall (in),Average yearly windspeed (mph),Air quality Index,Elevation (ft),UV Index,Land Area (sq mi),Fips Code,Latitude,Longitude,Annual Sunshine - Percentage of Possible,Summer Sunshine - Percentage of Possible,Winter Sunshine - Percentage of Possible,Annual Relative Humidity (afternoon),Summer Relative Humidity (afternoon),Number of days with thunder per year,Annual dew point (F),Average summer dew point (F),Hottest month's avg low (F),Coldest month's avg low (F),Summer rainfall (in),Winter rainfall (in),Percent of days that include precipitation,Percent of Summer days that include precipitation,Percent of Winter days that include precipitation,Days of snow per year
Fortuna,California,11981,2347,Eureka-Arcata-Fortuna,109906,$46025,19.67%,40,$413000,1535,$269,45,56.95%,$925,57.1%,227,2573,18.65%,6.13%,58.68%,Humboldt County,55.30%,30.60%,0.39%,0.87%,69.34%,23.01%,10.38%,N/A,73,54,19,41.96,123,0.0,6.1,84,60,5,5.25,CA-25296,40.5861551,-124.1419579,N/A,N/A,N/A,38%,20%,7.8,40,48,52,41,1.17,19.55,34.3%,13.3%,52.11%,0
Garberville,California,979,365,Eureka-Arcata-Fortuna,109906,$25357,19.28%,32,N/A,N/A,N/A,41,40.48%,$995,57.93%,N/A,N/A,26.45%,0.0%,71.18%,Humboldt County,55.30%,30.60%,0.66%,0.0%,93.46%,4.63%,0.0%,N/A,73,54,19,53.72,95,0.0,6.1,91,381,5,2.68,CA-28154,40.1003401,-123.7948166,N/A,N/A,N/A,38%,20%,N/A,N/A,N/A,52,41,0.94,27.06,33.34%,9.78%,50.22%,0
Humboldt Hill,California,4217,1015,Eureka-Arcata-Fortuna,109906,$74594,20.09%,40,$452000,1399,$323,41,78.42%,$1213,54.64%,N/A,N/A,9.06%,14.37%,63.84%,Humboldt County,55.30%,30.60%,3.26%,0.44%,74.59%,9.2%,12.34%,N/A,65,55,10,45.61,124,0.0,6.1,87,177,5,4.16,CA-34928,40.7218874,-124.1986948,N/A,N/A,N/A,38%,20%,7.8,40,48,51,40,1.33,21.1,34.3%,13.3%,52.11%,0
Hydesville,California,1004,134,Eureka-Arcata-Fortuna,109906,$55521,18.42%,58,N/A,N/A,N/A,38,89.06%,$950,49.0%,N/A,N/A,19.7%,1.69%,49.63%,Humboldt County,55.30%,30.60%,0.0%,0.0%,96.86%,0.76%,2.19%,N/A,73,54,19,41.96,122,0.0,6.1,89,60,5,7.5,CA-36126,40.5578771,-124.0822483,N/A,N/A,N/A,38%,20%,7.8,40,48,52,41,1.17,19.55,34.3%,13.3%,52.11%,0
Indianola,California,736,521,Eureka-Arcata-Fortuna,109906,$45114,N/A,47,N/A,N/A,N/A,47,65.45%,N/A,48.92%,N/A,N/A,21.82%,16.86%,62.09%,Humboldt County,55.30%,30.60%,0.76%,0.0%,83.03%,11.52%,3.33%,N/A,65,55,10,38.96,124,0.0,6.1,84,18,5,1.41,CA-36420,40.8132714,-124.0807912,N/A,N/A,N/A,38%,20%,7.8,40,48,51,40,0.92,18.51,34.3%,13.3%,52.11%,0
Loleta,California,591,278,Eureka-Arcata-Fortuna,109906,$38807,33.08%,39,$400000,1270,$315,63,55.09%,$845,66.67%,N/A,N/A,9.18%,10.86%,63.73%,Humboldt County,55.30%,30.60%,0.67%,4.34%,75.96%,11.85%,2.84%,N/A,65,55,10,41.96,123,0.0,6.1,89,60,5,2.12,CA-42328,40.640886,-124.2225559,N/A,N/A,N/A,38%,20%,7.8,40,48,51,40,1.17,19.55,34.3%,13.3%,52.11%,0
Manila,California,823,1181,Eureka-Arcata-Fortuna,109906,$48229,35.08%,43,N/A,N/A,N/A,62,40.45%,$1401,60.0%,N/A,N/A,14.57%,3.91%,74.74%,Humboldt County,55.30%,30.60%,5.25%,0.39%,73.88%,12.86%,9.06%,N/A,65,55,10,38.96,124,0.0,6.1,83,18,5,0.7,CA-45414,40.8514187,-124.1630547,N/A,N/A,N/A,38%,20%,7.8,40,48,51,40,0.92,18.51,34.3%,13.3%,52.11%,0
McKinleyville,California,16963,814,Eureka-Arcata-Fortuna,109906,$54697,34.08%,34,$619000,1947,$318,31,69.34%,$962,53.93%,N/A,N/A,16.96%,5.71%,60.39%,Humboldt County,55.30%,30.60%,3.67%,0.31%,74.83%,10.95%,3.08%,N/A,66,56,10,48.08,129,0.0,6.1,78,297,5,20.88,CA-44910,40.9486998,-124.0856456,N/A,N/A,N/A,38%,20%,7.8,40,48,49,40,1.43,22.4,41.32%,21.98%,56.0%,0
Miranda,California,710,475,Eureka-Arcata-Fortuna,109906,$69500,11.37%,29,$290000,1070,$271,59,45.31%,$898,61.82%,N/A,N/A,13.65%,0.0%,78.08%,Humboldt County,55.30%,30.60%,0.0%,0.0%,70.48%,29.52%,0.0%,N/A,73,54,19,61.54,102,0.0,6.1,91,492,5,1.49,CA-48060,40.2288952,-123.817266,N/A,N/A,N/A,38%,20%,N/A,N/A,N/A,52,41,0.96,30.5,33.34%,9.78%,50.22%,0
Myrtletown,California,5145,2451,Eureka-Arcata-Fortuna,109906,$56413,22.66%,45,$435000,1537,$283,55,42.74%,$1306,63.06%,N/A,N/A,18.32%,8.54%,55.5%,Humboldt County,55.30%,30.60%,0.08%,0.78%,78.61%,9.86%,3.15%,N/A,65,55,10,45.61,124,0.0,6.1,82,177,5,2.1,CA-50188,40.788798,-124.1286035,N/A,N/A,N/A,38%,20%,7.8,40,48,51,40,1.33,21.1,34.3%,13.3%,52.11%,0
Orick,California,295,62,Eureka-Arcata-Fortuna,109906,$32917,7.78%,35,N/A,N/A,N/A,64,35.55%,$795,72.54%,N/A,N/A,27.63%,0.0%,53.02%,Humboldt County,55.30%,30.60%,0.0%,0.0%,65.9%,5.78%,0.0%,N/A,66,56,10,59.14,125,0.0,4.1,91,264,5,4.75,CA-54218,41.290917,-124.0691392,N/A,N/A,N/A,47%,28%,7.8,40,48,49,40,1.58,28.1,43.62%,25.16%,58.22%,0
Phillipsville,California,69,97,Eureka-Arcata-Fortuna,109906,$2499,N/A,54,N/A,N/A,N/A,43,28.43%,N/A,100.0%,N/A,N/A,51.96%,0.0%,30.39%,Humboldt County,55.30%,30.60%,0.0%,0.0%,100.0%,0.0%,0.0%,N/A,73,54,19,61.54,93,0.0,6.1,91,492,5,0.72,CA-56854,40.2117358,-123.7844529,N/A,N/A,N/A,38%,20%,N/A,N/A,N/A,52,41,0.96,30.5,33.34%,9.78%,50.22%,0
Pine Hills,California,2986,295,Eureka-Arcata-Fortuna,109906,$53684,26.52%,43,N/A,N/A,N/A,48,80.39%,$1149,56.97%,N/A,N/A,21.14%,6.65%,54.15%,Humboldt County,55.30%,30.60%,3.75%,0.14%,73.75%,13.17%,8.4%,N/A,65,55,10,45.61,124,0.0,6.1,84,177,5,10.12,CA-57204,40.7312875,-124.1550965,N/A,N/A,N/A,38%,20%,7.8,40,48,51,40,1.33,21.1,34.3%,13.3%,52.11%,0
Redcrest,California,36,60,Eureka-Arcata-Fortuna,109906,$28750,N/A,N/A,N/A,N/A,N/A,52,100.0%,N/A,0.0%,N/A,N/A,0.0%,0.0%,0.0%,Humboldt County,55.30%,30.60%,0.0%,0.0%,100.0%,0.0%,0.0%,N/A,73,54,19,45.5,114,0.0,6.1,92,126,5,0.6,CA-59906,40.3987747,-123.9474151,N/A,N/A,N/A,38%,20%,7.8,40,48,52,41,1.08,22.28,33.34%,9.78%,50.22%,0
Redway,California,1433,1145,Eureka-Arcata-Fortuna,109906,$62786,N/A,38,N/A,N/A,N/A,62,90.8%,N/A,54.76%,N/A,N/A,0.0%,10.56%,52.99%,Humboldt County,55.30%,30.60%,0.0%,0.0%,95.44%,4.56%,12.4%,N/A,73,54,19,59.23,93,0.0,6.1,92,873,5,1.25,CA-60088,40.1208531,-123.8220567,N/A,N/A,N/A,38%,20%,N/A,N/A,N/A,52,41,1.03,30.18,33.34%,9.78%,50.22%,0
Rio Dell,California,3385,1484,Eureka-Arcata-Fortuna,109906,$38589,10.26%,37,$325000,1186,$274,52,63.67%,$847,50.26%,324,1798,7.05%,11.99%,68.09%,Humboldt County,55.30%,30.60%,2.92%,0.0%,76.86%,13.13%,1.48%,N/A,73,54,19,45.5,122,0.0,6.1,92,126,5,2.28,CA-60900,40.5023624,-124.1105212,N/A,N/A,N/A,38%,20%,7.8,40,48,52,41,1.08,22.28,34.3%,13.3%,52.11%,0
Samoa,California,207,247,Eureka-Arcata-Fortuna,109906,$39183,18.80%,34,$350000,964,$363,78,0.0%,$1076,75.13%,N/A,N/A,9.0%,25.0%,70.47%,Humboldt County,55.30%,30.60%,0.0%,0.0%,58.29%,4.74%,0.0%,N/A,65,55,10,38.96,124,0.0,6.1,83,18,5,0.84,CA-64392,40.8146096,-124.1892147,N/A,N/A,N/A,38%,20%,7.8,40,48,51,40,0.92,18.51,34.3%,13.3%,52.11%,0
Scotia,California,734,984,Eureka-Arcata-Fortuna,109906,$33636,9.24%,31,$314000,1377,$228,78,4.29%,$1135,69.23%,N/A,N/A,25.51%,12.81%,59.61%,Humboldt County,55.30%,30.60%,0.0%,0.0%,75.1%,7.96%,3.88%,N/A,73,54,19,45.5,116,0.0,6.1,92,126,5,0.75,CA-70518,40.4774959,-124.1031807,N/A,N/A,N/A,38%,20%,7.8,40,48,52,41,1.08,22.28,33.34%,9.78%,50.22%,0
Shelter Cove,California,477,82,Eureka-Arcata-Fortuna,109906,$38553,N/A,63,$421000,1940,$217,25,70.45%,$1392,38.93%,N/A,N/A,29.43%,12.5%,20.39%,Humboldt County,55.30%,30.60%,0.0%,0.0%,100.0%,0.0%,0.0%,N/A,73,54,19,86.05,103,0.0,6.1,92,885,5,5.83,CA-71372,40.0389552,-124.0558258,N/A,N/A,N/A,38%,20%,N/A,N/A,N/A,52,41,0.75,43.85,33.34%,9.78%,50.22%,0
Trinidad,California,199,410,Eureka-Arcata-Fortuna,109906,$88125,65.54%,57,N/A,N/A,N/A,52,59.48%,$1804,43.67%,N/A,N/A,15.8%,6.56%,57.91%,Humboldt County,55.30%,30.60%,7.18%,0.0%,70.98%,6.03%,0.86%,N/A,66,56,10,52.26,124,0.0,6.1,91,165,5,0.49,CA-80448,41.057563,-124.1432761,N/A,N/A,N/A,38%,20%,7.8,40,48,49,40,1.34,24.24,41.51%,18.46%,59.89%,0
Weott,California,307,409,Eureka-Arcata-Fortuna,109906,$93393,N/A,58,N/A,N/A,N/A,55,100.0%,N/A,11.11%,N/A,N/A,0.0%,0.0%,58.59%,Humboldt County,55.30%,30.60%,0.0%,0.0%,100.0%,0.0%,0.0%,N/A,73,54,19,61.54,112,0.0,6.1,91,492,5,0.75,CA-84004,40.3226035,-123.9208758,N/A,N/A,N/A,38%,20%,7.8,40,48,52,41,0.96,30.5,33.34%,9.78%,50.22%,0
Westhaven-Moonstone,California,1153,142,Eureka-Arcata-Fortuna,109906,$66786,51.55%,41,$65000,1970,$33,44,69.43%,$2007,53.58%,N/A,N/A,7.69%,14.88%,65.53%,Humboldt County,55.30%,30.60%,0.38%,0.0%,84.49%,5.22%,3.3%,N/A,66,56,10,59.14,124,0.0,6.1,91,264,5,8.09,CA-84385,41.0446996,-124.1022911,N/A,N/A,N/A,38%,20%,7.8,40,48,49,40,1.58,28.1,41.51%,18.46%,59.89%,0
Willow Creek,California,1434,47,Eureka-Arcata-Fortuna,109906,$67452,23.92%,40,$395000,2047,$193,47,52.46%,N/A,38.37%,N/A,N/A,7.74%,0.0%,42.12%,Humboldt County,55.30%,30.60%,0.0%,0.0%,83.8%,3.63%,0.0%,N/A,66,56,10,49.15,108,0.0,6.1,90,600,5,30.31,CA-85642,40.9384728,-123.6411847,N/A,N/A,N/A,38%,20%,7.8,40,48,49,40,1.27,25.04,41.32%,21.98%,56.0%,0
