City,State,Population,People per sq mi,Metro Name,Metro population,Hottest month's avg high (F),Coldest month's avg high (F),Hottest high minus coldest high,Annual rainfall (in),Annual days of precipitation,Annual days of sunshine,Annual snowfall (in),Avg Summer Dew Point,Avg Annual Dew Point,Average yearly windspeed (mph),Violent crime index,Property crime index,Median age,% with at least Bachelor's degree,Median household income,Poverty Rate,Avg Apartment Monthly Rent,Avg Apartment sqft,Median home price,Median home sqft,Median home cost per sqft,Median home age,Homeownership Rate,Home appreciation Last Year,Home appreciation Last 5 Years,Home appreciation Last 10 Years,Air quality Index,Average one-way commute time,Unemployment rate,Job growth last year,Population growth since 2010,County,% Democrat,% Republican,% Asian,% Black,% White,% Hispanic,Foreign Born %,Timezone,Elevation (ft),UV Index,Single Population,Walk Score,Transit Score,Bike Score,% of income spent on housing costs (owners),Number of sex offenders per 10k residents,Number of hurricanes since 1930,Number of tornadoes per year,Number of earthquakes since 1931
Chester,Virginia,21957,1662,Richmond,688252,90,49,41,45,115,205,7,65.5,47.4,6,13,31,39,32.08%,$60570,3.4%,$1302,1038,$237400,N/A,N/A,32,68.80%,2%,25%,8%,52,24 mins,2.90%,N/A,10.20%,Chesterfield County,46.00%,48.20%,N/A,22.51%,68.17%,7.00%,7.7%,Eastern Standard Time,177,4.6,47.60%,10,N/A,23,19.4%,1.29,43,1,6
Colonial Heights,Virginia,17582,2338,Richmond,688252,90,49,41,46,115,209,7,65.6,47.7,6,14,63,40,25.49%,$52529,10.8%,N/A,N/A,$172300,N/A,N/A,48,57.20%,3%,26%,5%,47,21 mins,3.20%,N/A,0.60%,Colonial Heights city County,28.00%,67.20%,4.15%,15.34%,75.53%,5.50%,7.6%,Eastern Standard Time,177,4.2,48.90%,33,N/A,36,18.2%,0.00,44,1,2
Dumbarton,Virginia,8584,4554,Richmond,688252,89,47,42,44,112,207,12,65,46.8,N/A,20,55,35,31.41%,$36432,22%,N/A,N/A,$184800,N/A,N/A,49,22.70%,6%,31%,12%,42,25 mins,2.80%,N/A,28.40%,Henrico County,57.40%,36.60%,3.33%,29.07%,45.04%,26.60%,25.4%,Eastern Standard Time,177,4.5,67.80%,N/A,N/A,N/A,21.9%,0.00,39,1,23
East Highland Park,Virginia,15276,1739,Richmond,688252,90,47,43,44,111,207,10,65,46.8,N/A,16,39,39,21.49%,$47085,10.9%,$1121,769,$143100,N/A,N/A,43,66.10%,8%,32%,11%,46,22 mins,2.80%,N/A,8.80%,Henrico County,57.40%,36.60%,1.01%,82.44%,11.96%,1.20%,5.2%,Eastern Standard Time,177,4.5,66.10%,32,N/A,45,22.3%,0.00,41,1,14
Enon,Virginia,4063,942,Richmond,688252,90,49,41,45,115,206,7,65.9,47.8,6,13,36,36,29.98%,$70551,1.5%,$1302,1038,$256000,N/A,N/A,32,50.90%,3%,25%,9%,51,26 mins,2.90%,N/A,26.00%,Chesterfield County,46.00%,48.20%,2.35%,28.88%,64.41%,8.10%,7.4%,Eastern Standard Time,177,4.6,37.40%,20,N/A,25,16.3%,0.00,44,1,4
Ettrick,Virginia,5403,1830,Richmond,688252,90,49,41,46,107,209,7,65.8,47.9,7,13,37,21,26.95%,$50139,9.3%,N/A,N/A,$147200,N/A,N/A,48,59.90%,3%,25%,9%,54,26 mins,2.90%,N/A,-8.30%,Chesterfield County,46.00%,48.20%,N/A,78.47%,17.48%,5.30%,1.1%,Eastern Standard Time,177,4.6,75.50%,19,N/A,N/A,17.8%,0.00,45,1,2
Fort Lee,Virginia,4901,822,Richmond,688252,90,49,41,46,104,203,7,66.3,48.4,7,13,38,23,33.43%,$57283,5%,N/A,N/A,$223600,N/A,N/A,9,1.30%,4%,26%,10%,62,25 mins,3.50%,N/A,-19.60%,Prince George County,39.70%,56.60%,2.20%,33.13%,50.79%,19.80%,7.6%,Eastern Standard Time,177,4.2,34.50%,24,N/A,35,9.0%,0.00,48,1,1
Glen Allen,Virginia,16339,1857,Richmond,688252,89,47,42,44,107,207,13,64.6,46.3,6,12,31,38,40.20%,$68101,6%,$1416,960,$326000,N/A,N/A,26,70.20%,4%,24%,13%,51,23 mins,2.80%,N/A,4.90%,Henrico County,57.40%,36.60%,4.13%,28.84%,60.82%,6.00%,11.6%,Eastern Standard Time,177,4.5,49.80%,29,N/A,41,19.0%,27.06,40,1,29
Goochland,Virginia,669,150,Richmond,688252,89,47,42,43,98,206,13,64,45.3,6,8,19,44,N/A,$84534,0%,N/A,N/A,$207000,N/A,N/A,17,73.10%,2%,24%,11%,68,31 mins,2.80%,N/A,-14.10%,Goochland County,34.80%,59.70%,N/A,7.24%,92.76%,N/A,2.2%,Eastern Standard Time,177,4.2,33.90%,30,N/A,N/A,15.6%,155.38,42,1,86
Hanover,Virginia,246,207,Richmond,688252,89,48,41,44,112,206,13,65.2,47.1,6,8,19,56,N/A,$73000,0%,N/A,N/A,$258500,N/A,N/A,59,77.70%,4%,25%,10%,59,26 mins,2.50%,N/A,92.20%,Hanover County,30.90%,63.20%,N/A,26.01%,73.99%,N/A,0%,Eastern Standard Time,177,4.4,35.40%,27,N/A,33,12.5%,489.51,38,1,23
Highland Springs,Virginia,16109,2020,Richmond,688252,90,47,43,44,111,204,10,65.5,47.4,6,18,45,35,16.08%,$40045,14.8%,N/A,N/A,$139700,N/A,N/A,40,50.80%,6%,44%,7%,48,23 mins,2.80%,N/A,-1.40%,Henrico County,57.40%,36.60%,N/A,72.76%,23.14%,1.90%,2%,Eastern Standard Time,177,4.5,64.80%,47,N/A,47,23.6%,31.45,N/A,1,13
Hopewell,Virginia,22353,2159,Richmond,688252,90,49,41,46,105,209,7,66,48,6,18,43,36,14.81%,$39156,18.4%,$915,906,$123700,N/A,N/A,48,41.80%,8%,22%,5%,53,24 mins,4.30%,N/A,-0.70%,Hopewell city County,52.40%,43.10%,1.37%,43.54%,50.92%,7.30%,3.8%,Eastern Standard Time,177,4.3,59.30%,37,N/A,38,17.5%,0.00,46,1,1
Innsbrook,Virginia,8271,1895,Richmond,688252,89,47,42,44,107,206,13,65,46.8,N/A,11,32,34,61.58%,$81224,3.1%,N/A,N/A,$354400,N/A,N/A,25,53.00%,5%,33%,10%,53,22 mins,2.80%,N/A,13.00%,Henrico County,57.40%,36.60%,31.53%,9.48%,54.52%,2.60%,26.5%,Eastern Standard Time,177,4.5,41.40%,48,N/A,41,17.0%,0.00,39,1,75
King William,Virginia,276,60,Richmond,688252,91,49,42,44,118,206,10,65.8,47.7,6,7,16,37,N/A,$42159,7.7%,N/A,N/A,$204200,N/A,N/A,23,91.70%,6%,25%,8%,70,37 mins,2.60%,N/A,29.00%,King William County,30.20%,65.30%,N/A,25.00%,75.00%,N/A,0%,Eastern Standard Time,177,4.4,47.10%,0,N/A,20,18.4%,105.26,45,1,5
Lake Caroline,Virginia,1971,695,Richmond,688252,88,46,42,44,112,206,14,64.6,46.2,6,8,20,44,30.45%,$73533,3.6%,N/A,N/A,$184900,N/A,N/A,21,62.50%,5%,25%,9%,55,35 mins,3.30%,N/A,-0.50%,Caroline County,45.10%,50.20%,N/A,26.00%,72.29%,4.30%,1.2%,Eastern Standard Time,177,4.3,41.40%,0,N/A,15,22.8%,0.00,N/A,1,80
Lake Land'Or,Virginia,3662,809,Richmond,688252,88,46,42,44,112,206,14,64.6,46,N/A,0,0,40,25.27%,$88750,4.9%,N/A,N/A,$185100,N/A,N/A,19,88.80%,5%,25%,9%,55,35 mins,3.30%,N/A,1.20%,Caroline County,45.10%,50.20%,N/A,20.66%,75.77%,7.40%,2.2%,Eastern Standard Time,177,4.3,44.90%,3,N/A,21,19.5%,N/A,N/A,1,N/A
Lakeside,Virginia,13033,3014,Richmond,688252,89,47,42,44,112,206,12,65,46.8,6,15,36,38,35.34%,$44589,7.3%,N/A,N/A,$194600,N/A,N/A,61,59.70%,5%,31%,14%,42,20 mins,2.80%,N/A,8.60%,Henrico County,57.40%,36.60%,3.78%,18.79%,70.12%,13.20%,9.5%,Eastern Standard Time,177,4.5,52.80%,40,11,41,19.7%,0.00,N/A,2,20
Laurel,Virginia,17176,3188,Richmond,688252,89,47,42,44,111,204,12,64.8,46.5,N/A,15,38,34,31.13%,$50509,7.4%,N/A,N/A,$184600,N/A,N/A,38,46.00%,5%,29%,9%,45,21 mins,2.80%,N/A,6.70%,Henrico County,57.40%,36.60%,7.19%,30.11%,53.88%,9.90%,16.3%,Eastern Standard Time,177,4.5,58.10%,31,N/A,37,19.2%,0.00,N/A,1,28
Manchester,Virginia,10895,1839,Richmond,688252,89,47,42,44,112,206,11,65,46.8,N/A,15,37,39,33.50%,$54513,8%,$1197,919,$184300,N/A,N/A,40,50.20%,3%,26%,9%,51,23 mins,2.90%,N/A,-1.60%,Chesterfield County,46.00%,48.20%,1.88%,32.50%,54.82%,9.00%,10.2%,Eastern Standard Time,177,4.6,58.10%,17,N/A,21,18.0%,0.00,42,1,16
Matoaca,Virginia,2387,929,Richmond,688252,90,49,41,46,105,206,6,65,46.8,7,11,27,43,19.86%,$52207,3.9%,$1129,824,$154600,N/A,N/A,45,65.10%,3%,25%,9%,56,26 mins,2.90%,N/A,-1.10%,Chesterfield County,46.00%,48.20%,N/A,42.57%,56.55%,5.20%,1.7%,Eastern Standard Time,177,4.6,48.90%,20,N/A,32,18.7%,0.00,43,1,2
McKenney,Virginia,431,464,Richmond,688252,89,48,41,46,96,203,6,65.7,47.8,6,12,30,44,13.05%,$40536,12.6%,N/A,N/A,$136800,N/A,N/A,58,48.90%,4%,27%,10%,69,35 mins,3.30%,N/A,2.10%,Dinwiddie County,42.50%,54.90%,2.35%,26.01%,69.94%,N/A,4.5%,Eastern Standard Time,177,4.2,53.20%,23,N/A,37,25.9%,173.27,43,1,0
Meadowbrook,Virginia,18659,2289,Richmond,688252,90,48,42,44,115,206,7,65.2,47,N/A,14,35,38,21.96%,$56910,6.6%,$1098,870,$165100,N/A,N/A,41,64.20%,3%,26%,10%,50,24 mins,2.90%,N/A,-3.30%,Chesterfield County,46.00%,48.20%,4.36%,44.89%,40.08%,15.40%,16.8%,Eastern Standard Time,177,4.6,52.70%,17,N/A,30,18.2%,0.00,42,1,13
Mechanicsville,Virginia,37674,1329,Richmond,688252,90,47,43,44,112,204,12,65.2,47.1,6,16,34,42,36.38%,$72170,4.8%,$1273,954,$272100,N/A,N/A,29,73.90%,4%,23%,9%,54,25 mins,2.50%,N/A,5.70%,Hanover County,30.90%,63.20%,1.93%,9.66%,84.38%,2.90%,3.9%,Eastern Standard Time,177,4.4,41.90%,14,N/A,28,17.1%,18.40,41,1,14
Montrose,Virginia,8074,2508,Richmond,688252,90,48,42,45,111,209,10,65.2,47,6,20,55,32,10.64%,$37038,24.1%,N/A,N/A,$122700,N/A,N/A,40,33.60%,6%,40%,7%,48,22 mins,2.80%,N/A,12.40%,Henrico County,57.40%,36.60%,N/A,71.54%,23.68%,3.70%,3%,Eastern Standard Time,177,4.5,70.50%,45,N/A,N/A,19.4%,0.00,40,1,13
New Kent,Virginia,406,90,Richmond,688252,90,48,42,44,117,206,10,66,48,6,6,15,50,N/A,$118077,0%,N/A,N/A,$254600,N/A,N/A,19,76.70%,4%,25%,11%,70,33 mins,2.50%,N/A,157.00%,New Kent County,29.00%,66.40%,N/A,16.29%,83.71%,N/A,0%,Eastern Standard Time,177,4.5,27.60%,12,N/A,33,13.6%,2,46,1,2
Petersburg,Virginia,32037,1410,Richmond,688252,90,49,41,46,104,206,6,66.1,48.2,7,35,45,38,19.79%,$33927,20.2%,$1122,887,$113700,N/A,N/A,48,31.20%,4%,28%,10%,49,22 mins,5.90%,N/A,-0.80%,Petersburg city County,87.20%,10.50%,N/A,76.67%,17.45%,4.70%,3.8%,Eastern Standard Time,177,4.6,66.80%,31,N/A,36,22.6%,0.00,48,1,1
Port Royal,Virginia,198,306,Richmond,688252,90,46,44,43,119,209,14,64.6,46.1,6,14,33,50,21.94%,$21875,23.4%,N/A,N/A,$139000,N/A,N/A,45,47.10%,5%,26%,9%,69,35 mins,3.30%,N/A,13.10%,Caroline County,45.10%,50.20%,N/A,30.88%,64.98%,N/A,0%,Eastern Standard Time,177,4.3,60.10%,18,N/A,36,13.7%,83.33,36,2,3
Powhatan,Virginia,305,147,Richmond,688252,90,48,42,44,103,206,10,64.2,45.7,6,7,18,65,N/A,$34135,0%,N/A,N/A,$270700,N/A,N/A,15,73.90%,4%,25%,7%,67,31 mins,2.60%,N/A,0.00%,Powhatan County,24.00%,70.40%,N/A,9.48%,87.07%,N/A,4.7%,Eastern Standard Time,177,4.4,N/A,32,N/A,30,17.0%,0.00,40,1,77
Prince George,Virginia,2136,341,Richmond,688252,90,49,41,46,104,206,7,66.4,48.4,7,12,30,35,12.68%,$51387,24.3%,$1096,1042,$205700,N/A,N/A,31,65.40%,4%,26%,10%,64,25 mins,3.50%,N/A,9.50%,Prince George County,39.70%,56.60%,N/A,27.42%,68.85%,18.10%,3%,Eastern Standard Time,177,4.2,51.90%,15,N/A,26,22.5%,0.00,48,1,1
Richmond,Virginia,220892,3687,Richmond,688252,90,47,43,44,112,210,11,65.2,46.9,6,24,55,33,39.64%,$41331,17.7%,$1318,862,$214400,N/A,N/A,62,38.30%,7%,39%,20%,38,21 mins,3.40%,N/A,9.50%,Richmond city County,78.60%,15.10%,2.10%,46.86%,45.47%,6.50%,6.7%,Eastern Standard Time,177,4.3,70.00%,52,N/A,52,20.4%,0.00,40,1,16
Rockwood,Virginia,8235,1520,Richmond,688252,90,47,43,44,113,206,11,64.7,46.5,N/A,11,29,45,41.78%,$70404,4.3%,$1329,1001,$228400,N/A,N/A,33,91.80%,3%,26%,9%,54,26 mins,2.90%,N/A,5.10%,Chesterfield County,46.00%,48.20%,3.54%,20.33%,70.50%,5.40%,5.4%,Eastern Standard Time,177,4.6,42.20%,34,0,34,17.6%,0.00,42,1,16
Sandston,Virginia,6908,700,Richmond,688252,90,48,42,45,114,206,9,65.6,47.5,6,17,48,37,11.57%,$46833,12.9%,$974,953,$186500,N/A,N/A,50,51.20%,5%,29%,6%,43,25 mins,2.80%,N/A,-10.00%,Henrico County,57.40%,36.60%,N/A,42.99%,52.82%,5.00%,2%,Eastern Standard Time,177,4.5,58.90%,40,N/A,55,21.3%,37.06,40,1,12
Short Pump,Virginia,26624,2973,Richmond,688252,88,47,41,43,107,206,13,64.5,46.1,N/A,15,32,36,72.23%,$109770,1.3%,N/A,N/A,$335300,N/A,N/A,19,54.60%,6%,33%,10%,56,22 mins,2.80%,N/A,10.80%,Henrico County,57.40%,36.60%,24.00%,7.07%,65.58%,3.10%,22.6%,Eastern Standard Time,177,4.5,36.70%,28,N/A,34,15.4%,1.50,38,1,82
Stony Creek,Virginia,123,214,Richmond,688252,90,49,41,46,96,206,6,65.8,48,7,11,26,53,25.44%,$56184,10.6%,N/A,N/A,$132900,N/A,N/A,65,70.30%,4%,27%,10%,68,33 mins,4.60%,N/A,-49.60%,Sussex County,57.10%,40.70%,N/A,14.62%,78.36%,N/A,0%,Eastern Standard Time,177,4.6,46.90%,18,N/A,36,14.6%,95.47,52,1,0
Sussex,Virginia,187,40,Richmond,688252,90,49,41,47,98,206,6,66.2,48.4,7,11,26,40,N/A,$62500,12.5%,N/A,N/A,$143100,N/A,N/A,21,85.10%,4%,26%,10%,69,33 mins,4.60%,N/A,-63.80%,Sussex County,57.10%,40.70%,N/A,23.03%,76.12%,N/A,0.4%,Eastern Standard Time,177,4.6,52.00%,0,N/A,25,22.3%,240.96,55,1,0
Templeton,Virginia,313,151,Richmond,688252,90,49,41,46,104,206,6,66.3,48.3,N/A,10,25,57,N/A,$21842,0%,$1115,960,$90000,N/A,N/A,49,33.30%,4%,26%,10%,59,25 mins,3.50%,N/A,-28.40%,Prince George County,39.70%,56.60%,N/A,27.22%,72.78%,N/A,0%,Eastern Standard Time,177,4.2,49.50%,12,N/A,26,18.8%,0.00,50,1,0
Tuckahoe,Virginia,48691,2382,Richmond,688252,89,47,42,44,107,205,13,64.8,46.5,6,17,37,40,54.97%,$65420,6.1%,N/A,N/A,$356000,1903,$187,45,60.00%,4%,26%,12%,50,20 mins,2.80%,N/A,7.80%,Henrico County,57.40%,36.60%,4.88%,10.35%,78.31%,6.80%,13.7%,Eastern Standard Time,177,4.5,45.40%,31,N/A,33,16.2%,0.45,40,1,33
Wakefield town,Virginia,877,704,Richmond,688252,90,49,41,47,100,208,6,N/A,N/A,N/A,13,32,38,N/A,$34803,N/A,N/A,N/A,$115800,N/A,N/A,58,56.60%,4%,26%,10%,71,33 mins,4.60%,N/A,0.60%,Sussex County,57.10%,40.70%,N/A,N/A,N/A,1.60%,N/A,Eastern Standard Time,177,4.6,55.80%,25,N/A,39,N/A,N/A,N/A,1,N/A
Waverly,Virginia,1620,525,Richmond,688252,90,49,41,47,99,207,6,66.3,48.3,7,11,23,48,14.96%,$32629,10.9%,N/A,N/A,$127000,N/A,N/A,43,47.00%,4%,27%,10%,69,37 mins,4.60%,N/A,-45.40%,Sussex County,57.10%,40.70%,N/A,67.45%,28.98%,7.40%,3.4%,Eastern Standard Time,177,4.6,44.80%,32,N/A,41,14.6%,62.60,54,1,0
West Point,Virginia,3316,657,Richmond,688252,90,49,41,45,119,205,9,67.1,49.1,6,11,17,41,26.88%,$59474,2.7%,N/A,N/A,$195600,N/A,N/A,41,69.90%,3%,23%,8%,71,37 mins,2.60%,N/A,2.50%,King William County,30.20%,65.30%,4.53%,4.43%,91.04%,2.00%,4.7%,Eastern Standard Time,177,4.4,37.90%,30,N/A,33,18.9%,33.39,47,1,1
Woodlake,Virginia,7467,3083,Richmond,688252,90,48,42,45,109,206,9,65,46.8,N/A,10,28,40,64.70%,$104468,0.4%,N/A,N/A,$289400,N/A,N/A,28,76.50%,3%,25%,9%,62,31 mins,2.90%,N/A,-5.60%,Chesterfield County,46.00%,48.20%,6.57%,7.60%,81.31%,5.30%,5.6%,Eastern Standard Time,177,4.6,38.10%,27,N/A,20,18.4%,0.00,41,1,16
Wyndham,Virginia,10334,2837,Richmond,688252,89,47,42,44,107,206,13,64.8,46.5,N/A,8,21,40,80.17%,$146667,0%,N/A,N/A,$402600,N/A,N/A,19,90.30%,6%,32%,10%,59,27 mins,2.80%,N/A,10.60%,Henrico County,57.40%,36.60%,21.65%,2.38%,72.24%,3.60%,19.9%,Eastern Standard Time,177,4.5,28.40%,4,N/A,22,16.3%,0.00,38,1,82
