City,State,Population,People per sq mi,Metro Name,Metro population,Median household income,% with at least Bachelor's degree,Median age,Median home price,Median home sqft,Median home cost per sqft,Median home age,Homeownership Rate,Avg Apartment Monthly Rent,Single Population,Num Violent Crimes Per 100k residents,Num Property Crimes Per 100k residents,Poverty Rate,Unemployment rate,Labor Force Participation rate,County,% Democrat,% Republican,% Asian,% Black,% Non-Hispanic White,% Hispanic,Foreign Born %,Timezone,Hottest month's avg high (F),Coldest month's avg high (F),Hottest high minus coldest high,Annual rainfall (in),Annual days of precipitation,Annual snowfall (in),Average yearly windspeed (mph),Air quality Index,Elevation (ft),UV Index,Land Area (sq mi),Fips Code,Latitude,Longitude,Annual Sunshine - Percentage of Possible,Summer Sunshine - Percentage of Possible,Winter Sunshine - Percentage of Possible,Annual Relative Humidity (afternoon),Summer Relative Humidity (afternoon),Number of days with thunder per year,Annual dew point (F),Average summer dew point (F),Hottest month's avg low (F),Coldest month's avg low (F),Summer rainfall (in),Winter rainfall (in),Percent of days that include precipitation,Percent of Summer days that include precipitation,Percent of Winter days that include precipitation,Days of snow per year
Halfmoon,Pennsylvania,2732,116,State College,199936,$111875,53.57%,N/A,N/A,N/A,N/A,28,87.50%,N/A,26.10%,N/A,N/A,N/A,3.70%,N/A,Centre County,48.00%,45.60%,1.80%,N/A,N/A,1.60%,N/A,Eastern Standard Time,82,34,48,44.51,149,35.4,6.5,85,1257,3.6,23.55,PA-31992,40.7730006,-78.0241379,42%,52%,29%,56%,55%,33.5,40,61,64,21,12.58,9.48,45.32%,43.41%,51.78%,25
Harris,Pennsylvania,5446,175,State College,199936,$78942,69.03%,N/A,N/A,N/A,N/A,36,67.30%,N/A,38.40%,N/A,N/A,N/A,3.70%,N/A,Centre County,48.00%,45.60%,1.44%,N/A,N/A,3.10%,N/A,Eastern Standard Time,82,34,48,42.41,140,35.4,6.5,80,1002,3.6,31.12,PA-32792,40.7632599,-77.7673928,50%,62%,42%,56%,55%,33.5,40,61,64,21,12.49,8.71,40.88%,40.55%,43.11%,25
Houserville,Pennsylvania,2019,1844,State College,199936,$96824,69.48%,40,N/A,N/A,N/A,35,80.62%,$1511,28.43%,N/A,N/A,4.7%,5.24%,78.21%,Centre County,48.00%,45.60%,2.04%,1.53%,90.65%,0.74%,5.5%,Eastern Standard Time,82,34,48,42.41,140,35.4,6.5,73,1002,3.6,1.1,PA-35888,40.8265868,-77.8226683,50%,62%,42%,56%,55%,33.5,40,61,64,21,12.49,8.71,40.88%,40.55%,43.11%,25
Howard,Pennsylvania,917,51,State College,199936,$62625,19.34%,N/A,N/A,N/A,N/A,37,78.40%,N/A,36.70%,N/A,N/A,2.9%,3.70%,N/A,Centre County,48.00%,45.60%,N/A,N/A,N/A,1.10%,0%,Eastern Standard Time,83,33,50,43.9,133,42.3,6.5,82,927,3.6,0.36,PA-35968,41.0091818,-77.6895858,50%,62%,42%,56%,55%,33.5,40,61,54,14,12.58,9.13,44.16%,41.21%,50.11%,35
Howard borough,Pennsylvania,681,1866,State College,199936,$52609,N/A,N/A,N/A,N/A,N/A,78,70.10%,N/A,46.20%,N/A,N/A,N/A,3.70%,N/A,Centre County,48.00%,45.60%,N/A,N/A,N/A,N/A,N/A,Eastern Standard Time,83,33,50,43.9,133,42.3,6.5,82,927,3.6,0.36,PA-35968,41.0091818,-77.6895858,50%,62%,42%,56%,55%,33.5,40,61,54,14,12.58,9.13,44.16%,41.21%,50.11%,35
Hublersburg,Pennsylvania,38,236,State College,199936,$0,N/A,45,N/A,N/A,N/A,40,63.08%,N/A,54.87%,N/A,N/A,0.0%,0.0%,100.0%,Centre County,48.00%,45.60%,0.0%,0.0%,100.0%,0.0%,0.0%,Eastern Standard Time,84,33,51,43.9,136,26.7,6.5,81,927,3.6,0.24,PA-36064,40.9609215,-77.6091282,50%,62%,42%,56%,55%,33.5,40,61,59,16,12.58,9.13,37.34%,41.54%,33.22%,13
Huston township (Centre Cnty),Pennsylvania,1309,51,State College,199936,$57446,N/A,N/A,N/A,N/A,N/A,41,64.90%,N/A,41.30%,N/A,N/A,N/A,3.70%,N/A,Centre County,48.00%,45.60%,N/A,N/A,N/A,N/A,N/A,Eastern Standard Time,82,34,48,42.58,145,35.4,6.5,85,1128,3.6,25.67,PA-36504,40.8684241,-77.976747,42%,52%,29%,56%,55%,33.5,40,61,64,21,12.34,9.01,45.32%,43.41%,51.78%,25
Jacksonville (Centre Cnty),Pennsylvania,76,535,State College,199936,$39375,N/A,42,N/A,N/A,N/A,62,89.47%,N/A,68.85%,N/A,N/A,31.58%,10.2%,80.33%,Centre County,48.00%,45.60%,0.0%,0.0%,100.0%,0.0%,0.0%,Eastern Standard Time,84,33,51,43.9,133,26.7,6.5,81,927,3.6,0.14,PA-37544,40.9920458,-77.6339777,50%,62%,42%,56%,55%,33.5,40,61,59,16,12.58,9.13,37.34%,41.54%,33.22%,13
Julian,Pennsylvania,155,1047,State College,199936,$82083,14.70%,35,N/A,N/A,N/A,55,92.02%,N/A,62.42%,N/A,N/A,9.82%,0.0%,90.41%,Centre County,48.00%,45.60%,0.0%,0.0%,100.0%,0.0%,0.0%,Eastern Standard Time,82,34,48,42.58,145,35.4,6.5,85,1128,3.6,0.15,PA-38528,40.8614841,-77.9428565,42%,52%,29%,56%,55%,33.5,40,61,64,21,12.34,9.01,45.32%,43.41%,51.78%,25
Lemont,Pennsylvania,2239,1767,State College,199936,$82980,59.84%,43,N/A,N/A,N/A,47,70.43%,$872,42.68%,N/A,N/A,5.39%,8.59%,60.7%,Centre County,48.00%,45.60%,0.25%,1.99%,85.15%,8.71%,6.8%,Eastern Standard Time,82,34,48,42.41,140,35.4,6.5,74,1002,3.6,1.26,PA-42632,40.812015,-77.8160446,50%,62%,42%,56%,55%,33.5,40,61,64,21,12.49,8.71,40.88%,40.55%,43.11%,25
Liberty township (Centre Cnty),Pennsylvania,2084,87,State College,199936,$43431,N/A,N/A,$200000,1227,$163,43,67.90%,N/A,50.70%,N/A,N/A,N/A,3.70%,N/A,Centre County,48.00%,45.60%,N/A,N/A,N/A,N/A,N/A,Eastern Standard Time,86,35,51,43.9,135,29.0,6.5,82,927,3.6,1.43,PA-43080,41.0684767,-77.6413422,50%,62%,42%,56%,55%,33.5,40,61,62,18,12.58,9.13,38.22%,39.23%,38.67%,16
Madisonburg,Pennsylvania,243,3076,State College,199936,$36250,N/A,53,N/A,N/A,N/A,53,100.0%,N/A,41.79%,N/A,N/A,10.96%,0.0%,53.73%,Centre County,48.00%,45.60%,0.0%,0.0%,95.21%,2.05%,2.05%,Eastern Standard Time,84,33,51,43.55,138,26.7,6.5,85,1023,3.6,0.22,PA-46504,40.9268124,-77.5185941,50%,62%,42%,56%,55%,33.5,40,61,59,16,12.86,8.69,37.34%,41.54%,33.22%,13
Marion township (Centre Cnty),Pennsylvania,1237,56,State College,199936,$60048,N/A,N/A,N/A,N/A,N/A,34,87.00%,N/A,44.10%,N/A,N/A,N/A,3.70%,N/A,Centre County,48.00%,45.60%,N/A,N/A,N/A,1.10%,N/A,Eastern Standard Time,84,33,51,43.9,137,26.7,6.5,81,927,3.6,1.99,PA-47456,40.9858137,-77.6425909,50%,62%,42%,56%,55%,33.5,40,61,59,16,12.58,9.13,37.34%,41.54%,33.22%,13
Miles,Pennsylvania,2046,33,State College,199936,$48250,9.73%,N/A,N/A,N/A,N/A,58,53.50%,N/A,43.60%,N/A,N/A,N/A,3.70%,N/A,Centre County,48.00%,45.60%,N/A,N/A,N/A,N/A,N/A,Eastern Standard Time,84,33,51,43.55,131,26.7,6.5,85,1023,3.6,62.0,PA-49360,40.9649489,-77.3705222,50%,62%,42%,56%,55%,33.5,40,61,59,16,12.86,8.69,37.34%,41.54%,33.22%,13
Milesburg,Pennsylvania,959,2145,State College,199936,$51111,20.57%,37,N/A,N/A,N/A,52,78.32%,$766,46.49%,N/A,N/A,5.29%,0.85%,75.0%,Centre County,48.00%,45.60%,0.0%,0.0%,99.51%,0.49%,0.1%,Eastern Standard Time,83,33,50,43.9,140,42.3,6.5,77,927,3.6,0.45,PA-49368,40.942495,-77.7919058,50%,62%,42%,56%,55%,33.5,40,61,54,14,12.58,9.13,44.16%,41.21%,50.11%,35
Millheim,Pennsylvania,722,546,State College,199936,$54135,21.62%,46,N/A,N/A,N/A,69,80.46%,$767,51.42%,N/A,N/A,5.94%,2.63%,74.84%,Centre County,48.00%,45.60%,0.0%,0.0%,94.64%,0.77%,0.0%,Eastern Standard Time,84,33,51,43.55,129,26.7,6.5,85,1023,3.6,1.32,PA-49768,40.8936095,-77.4765335,50%,62%,42%,56%,55%,33.5,40,61,59,16,12.86,8.69,37.34%,41.54%,33.22%,13
Mingoville,Pennsylvania,557,304,State College,199936,$79500,N/A,38,N/A,N/A,N/A,47,100.0%,N/A,5.73%,N/A,N/A,4.39%,8.23%,60.31%,Centre County,48.00%,45.60%,0.0%,0.0%,100.0%,0.0%,0.0%,Eastern Standard Time,84,33,51,43.9,140,26.7,6.5,81,927,3.6,1.83,PA-50104,40.9369817,-77.6596513,50%,62%,42%,56%,55%,33.5,40,61,59,16,12.58,9.13,37.34%,41.54%,33.22%,13
Monument,Pennsylvania,237,2724,State College,199936,$50625,4.39%,47,$130000,1193,$109,76,52.21%,N/A,56.47%,N/A,N/A,0.0%,0.0%,30.59%,Centre County,48.00%,45.60%,0.0%,0.0%,100.0%,0.0%,0.0%,Eastern Standard Time,83,33,50,43.9,133,42.3,6.5,82,927,3.6,0.09,PA-50760,41.1111863,-77.7042205,50%,62%,42%,56%,55%,33.5,40,61,54,14,12.58,9.13,44.16%,41.21%,50.11%,35
Moshannon,Pennsylvania,344,1003,State College,199936,$51250,N/A,48,N/A,N/A,N/A,67,88.06%,$772,48.12%,N/A,N/A,6.34%,4.79%,69.87%,Centre County,48.00%,45.60%,0.0%,0.0%,100.0%,0.0%,0.0%,Eastern Standard Time,83,33,50,45.13,148,42.3,6.5,83,1272,3.6,0.34,PA-51240,41.0344068,-78.0066744,42%,52%,29%,56%,55%,33.5,40,61,54,14,12.72,9.61,44.16%,41.21%,50.11%,35
Mount Eagle,Pennsylvania,58,227,State College,199936,$46250,N/A,58,N/A,N/A,N/A,53,77.27%,N/A,53.97%,N/A,N/A,1.52%,0.0%,60.32%,Centre County,48.00%,45.60%,0.0%,0.0%,100.0%,0.0%,0.0%,Eastern Standard Time,83,33,50,43.9,133,42.3,6.5,82,927,3.6,0.26,PA-51552,40.9800167,-77.705769,50%,62%,42%,56%,55%,33.5,40,61,54,14,12.58,9.13,44.16%,41.21%,50.11%,35
Nittany,Pennsylvania,698,493,State College,199936,$63203,N/A,46,N/A,N/A,N/A,37,95.83%,N/A,40.28%,N/A,N/A,2.12%,0.0%,74.12%,Centre County,48.00%,45.60%,0.0%,0.0%,100.0%,0.0%,0.0%,Eastern Standard Time,84,33,51,43.9,133,26.7,6.5,81,927,3.6,1.42,PA-54520,40.9947194,-77.5521278,50%,62%,42%,56%,55%,33.5,40,61,59,16,12.58,9.13,37.34%,41.54%,33.22%,13
North Philipsburg,Pennsylvania,747,999,State College,199936,$39019,7.19%,65,N/A,N/A,N/A,61,63.19%,$664,59.97%,N/A,N/A,0.0%,18.58%,32.71%,Centre County,48.00%,45.60%,0.0%,0.0%,97.75%,0.0%,0.0%,Eastern Standard Time,80,32,48,42.77,147,50.7,6.5,86,1572,3.6,0.74,PA-55304,40.909241,-78.2087249,42%,52%,29%,56%,55%,33.5,40,61,58,16,12.19,9.22,44.85%,42.97%,49.33%,45
Orviston,Pennsylvania,87,813,State College,199936,$22679,N/A,51,N/A,N/A,N/A,78,90.23%,N/A,63.2%,N/A,N/A,2.26%,10.17%,47.2%,Centre County,48.00%,45.60%,0.0%,0.0%,100.0%,0.0%,0.0%,Eastern Standard Time,83,33,50,45.13,133,42.3,6.5,82,1272,3.6,0.11,PA-57160,41.1073411,-77.7533552,50%,62%,42%,56%,55%,33.5,40,61,54,14,12.72,9.61,44.16%,41.21%,50.11%,35
Park Forest Village,Pennsylvania,9737,3969,State College,199936,$64932,64.52%,33,N/A,N/A,N/A,36,55.01%,$1072,52.09%,N/A,N/A,20.03%,3.99%,62.24%,Centre County,48.00%,45.60%,16.03%,4.05%,72.84%,4.74%,18.98%,Eastern Standard Time,82,34,48,42.58,141,35.4,6.5,76,1128,3.6,2.49,PA-58036,40.7996039,-77.9083833,42%,52%,29%,56%,55%,33.5,40,61,64,21,12.34,9.01,40.88%,40.55%,43.11%,25
Patton,Pennsylvania,15829,645,State College,199936,$52944,13.33%,N/A,$106000,2208,$48,27,43.80%,N/A,57.00%,N/A,N/A,4.9%,3.70%,N/A,Centre County,48.00%,45.60%,N/A,N/A,N/A,3.80%,0%,Eastern Standard Time,82,34,48,42.58,143,35.4,6.5,79,1128,3.6,0.89,PA-58440,40.8257933,-77.9237372,42%,52%,29%,56%,55%,33.5,40,61,64,21,12.34,9.01,40.88%,40.55%,43.11%,25
Penn township (Centre Cnty),Pennsylvania,1365,48,State College,199936,$44875,N/A,N/A,$230000,1691,$136,42,51.60%,N/A,40.40%,N/A,N/A,N/A,3.70%,N/A,Centre County,48.00%,45.60%,N/A,N/A,N/A,1.60%,N/A,Eastern Standard Time,84,33,51,43.55,135,26.7,6.5,85,1023,3.6,2.02,PA-58800,40.8567687,-77.4910528,50%,62%,42%,56%,55%,33.5,40,61,59,16,12.86,8.69,37.34%,41.54%,33.22%,13
Philipsburg,Pennsylvania,2738,3147,State College,199936,$34087,23.04%,47,N/A,N/A,N/A,78,58.82%,$595,62.95%,N/A,N/A,14.98%,1.01%,57.43%,Centre County,48.00%,45.60%,0.0%,1.33%,96.49%,2.18%,0.48%,Eastern Standard Time,80,32,48,42.77,147,50.7,6.5,67,1572,3.6,0.87,PA-60008,40.892923,-78.2159465,42%,52%,29%,56%,55%,33.5,40,61,58,16,12.19,9.22,44.85%,42.97%,49.33%,45
Pine Glen,Pennsylvania,181,1011,State College,199936,$73438,N/A,41,N/A,N/A,N/A,62,97.66%,N/A,49.32%,N/A,N/A,11.7%,3.13%,67.13%,Centre County,48.00%,45.60%,0.0%,0.0%,99.42%,0.58%,0.58%,Eastern Standard Time,83,33,50,45.13,148,42.3,6.5,83,1272,3.6,0.18,PA-60432,41.0886777,-78.057971,42%,52%,29%,56%,55%,33.5,40,61,54,14,12.72,9.61,44.16%,41.21%,50.11%,35
Pine Grove Mills,Pennsylvania,1140,455,State College,199936,$105899,N/A,52,N/A,N/A,N/A,54,100.0%,N/A,55.0%,N/A,N/A,1.04%,1.19%,68.59%,Centre County,48.00%,45.60%,0.0%,0.0%,100.0%,0.0%,0.0%,Eastern Standard Time,82,34,48,41.9,141,35.4,6.5,82,1071,3.6,2.5,PA-60496,40.7315287,-77.8884155,42%,52%,29%,56%,55%,33.5,40,61,64,21,12.5,8.78,40.88%,40.55%,43.11%,25
Pleasant Gap,Pennsylvania,2709,1666,State College,199936,$67052,33.25%,43,N/A,N/A,N/A,47,75.65%,$910,36.97%,N/A,N/A,1.09%,0.0%,80.98%,Centre County,48.00%,45.60%,1.71%,0.62%,95.29%,0.0%,1.37%,Eastern Standard Time,82,34,48,43.9,140,35.4,6.5,79,927,3.6,1.64,PA-61232,40.8673268,-77.7438308,50%,62%,42%,56%,55%,33.5,40,61,64,21,12.58,9.13,40.88%,40.55%,43.11%,25
Port Matilda,Pennsylvania,636,1130,State College,199936,$49844,21.21%,41,N/A,N/A,N/A,75,71.63%,$663,42.67%,N/A,N/A,11.04%,0.0%,62.67%,Centre County,48.00%,45.60%,0.15%,0.0%,96.47%,0.31%,0.61%,Eastern Standard Time,82,34,48,44.51,150,35.4,6.5,85,1257,3.6,0.56,PA-62280,40.8003086,-78.052283,42%,52%,29%,56%,55%,33.5,40,61,64,21,12.58,9.48,45.32%,43.41%,51.78%,25
Potter township (Centre Cnty),Pennsylvania,3544,60,State College,199936,$49845,N/A,N/A,N/A,N/A,N/A,40,76.90%,N/A,42.00%,N/A,N/A,N/A,3.70%,N/A,Centre County,48.00%,45.60%,N/A,N/A,N/A,N/A,N/A,Eastern Standard Time,82,34,48,42.41,139,35.4,6.5,83,1002,3.6,59.07,PA-62360,40.8004385,-77.6588995,50%,62%,42%,56%,55%,33.5,40,61,64,21,12.49,8.71,40.88%,40.55%,43.11%,25
Ramblewood,Pennsylvania,1227,396,State College,199936,$87273,N/A,50,N/A,N/A,N/A,48,97.25%,N/A,31.1%,N/A,N/A,0.0%,0.0%,63.58%,Centre County,48.00%,45.60%,0.0%,0.0%,100.0%,0.0%,2.56%,Eastern Standard Time,82,34,48,44.51,143,35.4,6.5,82,1257,3.6,3.1,PA-63349,40.7237715,-77.9431961,42%,52%,29%,56%,55%,33.5,40,61,64,21,12.58,9.48,45.32%,43.41%,51.78%,25
Rebersburg,Pennsylvania,555,408,State College,199936,$59000,8.00%,34,N/A,N/A,N/A,74,55.09%,$729,49.48%,N/A,N/A,10.75%,9.2%,65.96%,Centre County,48.00%,45.60%,0.19%,0.0%,99.81%,0.0%,0.19%,Eastern Standard Time,84,33,51,43.55,129,26.7,6.5,85,1023,3.6,1.36,PA-63688,40.9426769,-77.4440303,50%,62%,42%,56%,55%,33.5,40,61,59,16,12.86,8.69,37.34%,41.54%,33.22%,13
Rush township (Centre Cnty),Pennsylvania,4006,27,State College,199936,$50369,N/A,N/A,N/A,N/A,N/A,50,66.10%,N/A,44.30%,N/A,N/A,N/A,3.70%,N/A,Centre County,48.00%,45.60%,N/A,N/A,N/A,N/A,N/A,Eastern Standard Time,80,32,48,42.77,147,50.7,6.5,84,1572,3.6,148.37,PA-66736,40.8614815,-78.166556,42%,52%,29%,56%,55%,33.5,40,61,58,16,12.19,9.22,44.85%,42.97%,49.33%,45
Sandy Ridge,Pennsylvania,220,345,State College,199936,$15909,N/A,55,N/A,N/A,N/A,78,82.84%,N/A,52.44%,N/A,N/A,27.94%,0.0%,48.17%,Centre County,48.00%,45.60%,0.0%,0.0%,100.0%,0.0%,0.0%,Eastern Standard Time,80,32,48,42.77,147,50.7,6.5,86,1572,3.6,0.64,PA-67872,40.8105093,-78.2343113,42%,52%,29%,56%,55%,33.5,40,61,58,16,12.19,9.22,44.85%,42.97%,49.33%,45
