City,State,Population,People per sq mi,Metro Name,Metro population,Median household income,% with at least Bachelor's degree,Median age,Median home price,Median home sqft,Median home cost per sqft,Median home age,Homeownership Rate,Avg Apartment Monthly Rent,Single Population,Num Violent Crimes Per 100k residents,Num Property Crimes Per 100k residents,Poverty Rate,Unemployment rate,Labor Force Participation rate,County,% Democrat,% Republican,% Asian,% Black,% Non-Hispanic White,% Hispanic,Foreign Born %,Timezone,Hottest month's avg high (F),Coldest month's avg high (F),Hottest high minus coldest high,Annual rainfall (in),Annual snowfall (in),Average yearly windspeed (mph),Air quality Index,Elevation (ft),UV Index,Land Area (sq mi),Fips Code,Latitude,Longitude,Annual Sunshine - Percentage of Possible,Summer Sunshine - Percentage of Possible,Winter Sunshine - Percentage of Possible,Annual Relative Humidity (afternoon),Summer Relative Humidity (afternoon),Number of days with thunder per year,Annual dew point (F),Average summer dew point (F),Hottest month's avg low (F),Coldest month's avg low (F),Summer rainfall (in),Winter rainfall (in),Percent of days that include precipitation,Percent of Summer days that include precipitation,Percent of Winter days that include precipitation,Days of snow per year,Hottest month's avg heat index high (F)
La Prairie,Wisconsin,797,23,Janesville-Beloit,153583,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Rock County,51.70%,41.40%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,84,29,55,40.28,39.7,8.1,74,696,3.7,34.65,WI-42575,42.6256765,-88.950741,52%,64%,45%,60%,57%,40.5,37,58,62,12,14.98,5.73,34.85%,36.92%,32.56%,26,86
Lima (Rock Cnty),Wisconsin,1139,31,Janesville-Beloit,153583,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Rock County,51.70%,41.40%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,82,28,54,41.88,39.7,8.1,82,801,3.7,36.74,WI-44125,42.8001884,-88.8369129,52%,64%,45%,60%,57%,40.5,37,58,61,12,14.78,6.51,34.85%,33.41%,34.22%,26,84
Magnolia,Wisconsin,737,21,Janesville-Beloit,153583,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Rock County,51.70%,41.40%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,84,28,56,40.72,39.7,8.1,81,714,3.7,35.1,WI-48150,42.715262,-89.3087249,52%,64%,45%,60%,57%,40.5,37,58,61,11,14.93,6.02,35.07%,37.25%,32.56%,26,86
Milton,Wisconsin,5566,1307,Janesville-Beloit,153583,N/A,N/A,N/A,$236000,1698,$139,N/A,N/A,N/A,N/A,0,158,N/A,N/A,N/A,Rock County,51.70%,41.40%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,83,28,55,41.88,39.7,8.1,78,801,3.7,4.26,WI-52225,42.8063628,-88.9560899,52%,64%,45%,60%,57%,40.5,37,58,62,12,14.78,6.51,34.85%,33.41%,34.22%,26,85
Milton (Rock Cnty),Wisconsin,3035,712,Janesville-Beloit,153583,N/A,N/A,N/A,$236000,1698,$139,N/A,N/A,N/A,N/A,0,158,N/A,N/A,N/A,Rock County,51.70%,41.40%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,83,28,55,41.88,39.7,8.1,78,801,3.7,4.26,WI-52225,42.8063628,-88.9560899,52%,64%,45%,60%,57%,40.5,37,58,62,12,14.78,6.51,34.85%,33.41%,34.22%,26,85
Newark,Wisconsin,1503,41,Janesville-Beloit,153583,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Rock County,51.70%,41.40%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,80,26,54,38.69,39.7,8.1,83,720,3.7,36.66,WI-56325,42.5412651,-89.1887141,52%,64%,45%,60%,57%,40.5,37,58,60,11,13.86,5.4,29.7%,30.99%,27.67%,26,81
Orfordville,Wisconsin,1450,1218,Janesville-Beloit,153583,$73542,20.85%,36,N/A,N/A,N/A,51,76.97%,$985,47.99%,N/A,N/A,10.2%,3.23%,67.75%,Rock County,51.70%,41.40%,0.83%,1.24%,89.52%,4.0%,1.52%,Central Standard Time,84,28,56,40.72,39.7,8.1,82,714,3.7,1.19,WI-60250,42.6293656,-89.2572843,52%,64%,45%,60%,57%,40.5,37,58,61,11,14.93,6.02,35.07%,37.25%,32.56%,26,86
Plymouth (Rock Cnty),Wisconsin,1388,259,Janesville-Beloit,153583,N/A,N/A,N/A,$230000,1643,$140,N/A,N/A,N/A,N/A,57,1300,N/A,N/A,N/A,Rock County,51.70%,41.40%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,84,29,55,40.28,39.7,8.1,82,696,3.7,5.35,WI-63675,42.6277769,-89.1885778,52%,64%,45%,60%,57%,40.5,37,58,62,12,14.98,5.73,34.85%,36.92%,32.56%,26,86
Porter,Wisconsin,1032,29,Janesville-Beloit,153583,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Rock County,51.70%,41.40%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,83,28,55,40.42,55.1,8.1,80,768,3.7,35.59,WI-64225,42.8026556,-89.1907789,52%,64%,45%,60%,57%,40.5,37,58,61,11,14.41,5.64,28.14%,30.88%,25.0%,34,85
Rock (Rock Cnty),Wisconsin,3199,120,Janesville-Beloit,153583,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Rock County,51.70%,41.40%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,84,29,55,40.28,39.7,8.1,76,696,3.7,26.66,WI-68600,42.6228522,-89.0811425,52%,64%,45%,60%,57%,40.5,37,58,62,12,14.98,5.73,34.85%,36.92%,32.56%,26,86
Spring Valley,Wisconsin,752,189,Janesville-Beloit,153583,N/A,N/A,N/A,$295000,1405,$210,N/A,N/A,N/A,N/A,0,295,N/A,N/A,N/A,Rock County,51.70%,41.40%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,84,28,56,40.72,39.7,8.1,82,714,3.7,3.97,WI-76325,42.6288901,-89.3089442,52%,64%,45%,60%,57%,40.5,37,58,61,11,14.93,6.02,35.07%,37.25%,32.56%,26,86
Turtle,Wisconsin,2575,91,Janesville-Beloit,153583,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Rock County,51.70%,41.40%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,82,28,54,41.9,39.7,8.1,73,846,3.7,28.3,WI-81050,42.5432076,-88.9441113,52%,64%,45%,60%,57%,40.5,37,58,61,11,15.07,6.26,32.82%,33.41%,31.44%,26,84
Union (Rock Cnty),Wisconsin,2262,68,Janesville-Beloit,153583,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Rock County,51.70%,41.40%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,83,28,55,40.42,55.1,8.1,80,768,3.7,33.26,WI-81650,42.8044062,-89.3108594,52%,64%,45%,60%,57%,40.5,37,58,61,11,14.41,5.64,28.14%,30.88%,25.0%,34,85
