City,State,Population,People per sq mi,Metro Name,Metro population,Median household income,% with at least Bachelor's degree,Median age,Median home price,Median home sqft,Median home cost per sqft,Median home age,Homeownership Rate,Avg Apartment Monthly Rent,Single Population,Num Violent Crimes Per 100k residents,Num Property Crimes Per 100k residents,Poverty Rate,Unemployment rate,Labor Force Participation rate,County,% Democrat,% Republican,% Asian,% Black,% Non-Hispanic White,% Hispanic,Foreign Born %,Timezone,Hottest month's avg high (F),Coldest month's avg high (F),Hottest high minus coldest high,Annual rainfall (in),Annual days of precipitation,Annual snowfall (in),Average yearly windspeed (mph),Air quality Index,Elevation (ft),UV Index,Land Area (sq mi),Fips Code,Latitude,Longitude,Annual Sunshine - Percentage of Possible,Summer Sunshine - Percentage of Possible,Winter Sunshine - Percentage of Possible,Annual Relative Humidity (afternoon),Summer Relative Humidity (afternoon),Number of days with thunder per year,Annual dew point (F),Average summer dew point (F),Hottest month's avg low (F),Coldest month's avg low (F),Summer rainfall (in),Winter rainfall (in),Percent of days that include precipitation,Percent of Summer days that include precipitation,Percent of Winter days that include precipitation,Days of snow per year
Fredericktown,Ohio,2510,1268,Mount Vernon,117468,$56023,20.33%,39,$164000,1180,$139,56,78.68%,$689,42.01%,N/A,N/A,11.18%,3.29%,66.73%,Knox County,28.20%,66.10%,0.0%,0.32%,97.73%,0.0%,0.24%,N/A,82,35,47,45.57,134,49.6,7.6,80,1098,5.3,1.98,OH-28658,40.4784826,-82.5486977,45%,54%,35%,63%,58%,38.1,39,59,60,17,13.33,9.89,39.51%,36.37%,44.78%,34
Gambier,Ohio,2339,2488,Mount Vernon,117468,$78864,79.51%,20,N/A,N/A,N/A,54,63.01%,$670,87.25%,N/A,N/A,6.87%,8.98%,55.46%,Knox County,28.20%,66.10%,1.15%,4.02%,83.45%,6.2%,6.46%,N/A,82,35,47,43.82,133,9.6,7.6,75,888,5.3,0.94,OH-29246,40.3763677,-82.3948431,45%,54%,35%,63%,58%,38.1,39,59,60,17,12.69,9.3,39.51%,36.37%,44.78%,8
Gann,Ohio,154,811,Mount Vernon,117468,$68272,37.17%,38,N/A,N/A,N/A,78,53.25%,$776,31.34%,N/A,N/A,5.19%,1.02%,73.13%,Knox County,28.20%,66.10%,0.0%,0.0%,75.32%,0.0%,0.0%,N/A,82,35,47,43.73,122,22.7,7.6,80,822,5.3,0.19,OH-29288,40.4692014,-82.1914106,45%,54%,35%,63%,58%,38.1,39,59,60,17,13.63,9.1,39.51%,36.37%,44.78%,13
Harrison township (Knox Cnty),Ohio,689,129,Mount Vernon,117468,$73021,N/A,N/A,$215000,1287,$167,38,72.80%,N/A,37.80%,N/A,N/A,N/A,4.40%,N/A,Knox County,28.20%,66.10%,N/A,N/A,N/A,3.30%,N/A,N/A,82,35,47,43.82,132,9.6,7.6,80,888,5.3,5.34,OH-33880,40.3500158,-82.3276791,45%,54%,35%,63%,58%,38.1,39,59,60,17,12.69,9.3,39.51%,36.37%,44.78%,8
Hilliar,Ohio,4000,154,Mount Vernon,117468,$63849,22.44%,N/A,N/A,N/A,N/A,44,62.90%,N/A,45.50%,N/A,N/A,N/A,4.40%,N/A,Knox County,28.20%,66.10%,N/A,1.18%,N/A,N/A,N/A,N/A,83,34,49,45.06,125,20.9,7.6,77,1101,5.3,25.97,OH-35462,40.3111982,-82.6986849,45%,54%,35%,58%,55%,38.1,39,59,61,17,13.2,9.35,39.75%,37.58%,43.22%,15
Howard,Ohio,177,805,Mount Vernon,117468,$38036,0.0%,33,$295000,1844,$160,71,51.41%,N/A,78.99%,N/A,N/A,0.0%,0.0%,83.5%,Knox County,28.20%,66.10%,0.0%,0.0%,100.0%,0.0%,0.0%,N/A,82,35,47,43.82,125,9.6,7.6,79,888,5.3,0.22,OH-36512,40.4093199,-82.3274146,45%,54%,35%,63%,58%,38.1,39,59,60,17,12.69,9.3,39.51%,36.37%,44.78%,8
Howard township,Ohio,177,805,Mount Vernon,117468,$38036,0.0%,33,$295000,1844,$160,71,51.41%,N/A,78.99%,N/A,N/A,0.0%,0.0%,83.5%,Knox County,28.20%,66.10%,0.0%,0.0%,100.0%,0.0%,0.0%,N/A,82,35,47,43.82,125,9.6,7.6,78,888,5.3,0.22,OH-36512,40.4093199,-82.3274146,45%,54%,35%,63%,58%,38.1,39,59,60,17,12.69,9.3,39.51%,36.37%,44.78%,8
Jackson township (Knox Cnty),Ohio,1318,146,Mount Vernon,117468,$42226,N/A,N/A,$100000,1087,$92,23,81.20%,N/A,35.70%,N/A,N/A,N/A,4.40%,N/A,Knox County,28.20%,66.10%,N/A,N/A,N/A,N/A,N/A,N/A,82,35,47,43.82,128,9.6,7.6,80,888,5.3,9.05,OH-37870,40.2760567,-82.2390091,45%,54%,35%,63%,58%,38.1,39,59,60,17,12.69,9.3,39.51%,36.37%,44.78%,8
Jefferson township (Knox Cnty),Ohio,694,273,Mount Vernon,117468,$39013,N/A,N/A,$213000,1732,$123,61,77.80%,N/A,42.80%,N/A,N/A,N/A,4.40%,N/A,Knox County,28.20%,66.10%,N/A,N/A,N/A,N/A,N/A,N/A,82,35,47,43.73,124,22.7,7.6,80,822,5.3,2.54,OH-38668,40.5200898,-82.227689,45%,54%,35%,63%,58%,38.1,39,59,60,17,13.63,9.1,39.51%,36.37%,44.78%,13
Liberty township (Knox Cnty),Ohio,1335,52,Mount Vernon,117468,$60065,N/A,N/A,$412000,2438,$169,38,66.40%,N/A,38.30%,N/A,N/A,N/A,4.40%,N/A,Knox County,28.20%,66.10%,N/A,N/A,N/A,N/A,N/A,N/A,83,34,49,45.06,132,9.6,7.6,79,1101,5.3,25.67,OH-43218,40.3793092,-82.5949868,45%,54%,35%,63%,58%,38.1,39,59,61,17,13.2,9.35,39.51%,36.37%,44.78%,8
Martinsburg,Ohio,238,1322,Mount Vernon,117468,$25893,9.82%,42,N/A,N/A,N/A,67,59.24%,$792,48.45%,N/A,N/A,18.07%,4.38%,73.66%,Knox County,28.20%,66.10%,0.0%,1.26%,96.22%,0.0%,0.0%,N/A,82,35,47,43.82,132,9.6,7.6,80,888,5.3,0.18,OH-48090,40.269592,-82.3543399,45%,54%,35%,63%,58%,38.1,39,59,60,17,12.69,9.3,39.51%,36.37%,44.78%,8
Middlebury,Ohio,1170,57,Mount Vernon,117468,$86538,19.15%,N/A,N/A,N/A,N/A,78,73.90%,N/A,33.60%,N/A,N/A,N/A,4.40%,N/A,Knox County,28.20%,66.10%,N/A,N/A,N/A,N/A,N/A,N/A,82,35,47,45.57,134,49.6,7.6,80,1098,5.3,20.53,OH-49658,40.5203475,-82.5896848,45%,54%,35%,63%,58%,38.1,39,59,60,17,13.33,9.89,39.51%,36.37%,44.78%,34
Milford township (Knox Cnty),Ohio,1990,536,Mount Vernon,117468,$71250,N/A,N/A,$269000,1611,$167,26,96.20%,N/A,36.30%,N/A,N/A,N/A,4.40%,N/A,Knox County,28.20%,66.10%,N/A,N/A,N/A,4.20%,N/A,N/A,83,34,49,45.06,127,9.6,7.6,77,1101,5.3,3.71,OH-50204,40.3068923,-82.6007076,45%,54%,35%,58%,55%,38.1,39,59,61,17,13.2,9.35,39.51%,36.37%,44.78%,8
Miller,Ohio,922,931,Mount Vernon,117468,$52639,N/A,N/A,N/A,N/A,N/A,78,83.30%,N/A,44.90%,N/A,N/A,N/A,4.40%,N/A,Knox County,28.20%,66.10%,N/A,N/A,N/A,2.90%,N/A,N/A,83,34,49,45.06,133,9.6,7.6,77,1101,5.3,0.99,OH-50330,40.3025294,-82.5127745,45%,54%,35%,63%,58%,38.1,39,59,61,17,13.2,9.35,39.51%,36.37%,44.78%,8
Monroe township (Knox Cnty),Ohio,2064,130,Mount Vernon,117468,$63009,N/A,N/A,$300000,2174,$138,52,92.70%,N/A,41.20%,N/A,N/A,N/A,4.40%,N/A,Knox County,28.20%,66.10%,N/A,N/A,N/A,1.00%,N/A,N/A,82,35,47,43.82,133,9.6,7.6,77,888,5.3,15.89,OH-51436,40.4292315,-82.4136614,45%,54%,35%,63%,58%,38.1,39,59,60,17,12.69,9.3,39.51%,36.37%,44.78%,8
Morgan township (Knox Cnty),Ohio,1018,39,Mount Vernon,117468,$86196,N/A,N/A,N/A,N/A,N/A,36,83.20%,N/A,28.80%,N/A,N/A,N/A,4.40%,N/A,Knox County,28.20%,66.10%,N/A,N/A,N/A,N/A,N/A,N/A,83,34,49,44.16,127,9.6,7.6,80,1020,5.3,26.1,OH-52108,40.2803331,-82.4261147,45%,54%,35%,63%,58%,38.1,39,59,61,17,12.98,9.3,39.51%,36.37%,44.78%,8
Morris,Ohio,1933,93,Mount Vernon,117468,$49804,N/A,N/A,N/A,N/A,N/A,51,89.40%,N/A,28.00%,N/A,N/A,N/A,4.40%,N/A,Knox County,28.20%,66.10%,1.01%,N/A,N/A,N/A,N/A,N/A,82,35,47,45.57,133,9.6,7.6,75,1098,5.3,20.78,OH-52290,40.4500125,-82.5018357,45%,54%,35%,63%,58%,38.1,39,59,60,17,13.33,9.89,39.51%,36.37%,44.78%,8
Mount Vernon,Ohio,16684,1715,Mount Vernon,117468,$46656,23.77%,37,$185000,1529,$121,63,50.91%,$767,54.92%,N/A,N/A,18.51%,6.28%,60.48%,Knox County,28.20%,66.10%,0.59%,0.43%,92.07%,3.0%,1.82%,N/A,82,35,47,43.82,133,9.6,7.6,72,888,5.3,9.73,OH-53102,40.3853958,-82.4737354,45%,54%,35%,63%,58%,38.1,39,59,60,17,12.69,9.3,39.51%,36.37%,44.78%,8
Pike township (Knox Cnty),Ohio,1436,47,Mount Vernon,117468,$49886,N/A,N/A,N/A,N/A,N/A,26,73.50%,N/A,41.20%,N/A,N/A,N/A,4.40%,N/A,Knox County,28.20%,66.10%,N/A,N/A,N/A,3.30%,N/A,N/A,82,35,47,43.82,140,49.6,7.6,81,888,5.3,30.55,OH-62652,40.5072581,-82.4100341,45%,54%,35%,63%,58%,38.1,39,59,60,17,12.69,9.3,39.51%,36.37%,44.78%,34
Pleasant township (Knox Cnty),Ohio,1458,8100,Mount Vernon,117468,$51505,N/A,N/A,N/A,N/A,N/A,38,75.70%,N/A,43.80%,N/A,N/A,N/A,4.40%,N/A,Knox County,28.20%,66.10%,N/A,N/A,N/A,N/A,N/A,N/A,82,35,47,43.82,133,9.6,7.6,77,888,5.3,0.18,OH-63310,40.3455685,-82.4274099,45%,54%,35%,63%,58%,38.1,39,59,60,17,12.69,9.3,39.51%,36.37%,44.78%,8
Wayne township (Knox Cnty),Ohio,692,2163,Mount Vernon,117468,$76350,N/A,N/A,N/A,N/A,N/A,38,98.20%,N/A,33.30%,N/A,N/A,N/A,4.40%,N/A,Knox County,28.20%,66.10%,N/A,N/A,N/A,N/A,N/A,N/A,83,34,49,45.57,134,49.6,7.6,80,1098,5.3,0.32,OH-82194,40.4512562,-82.5926491,45%,54%,35%,63%,58%,38.1,39,59,61,17,13.33,9.89,39.51%,36.37%,44.78%,34
