City,State,Population,People per sq mi,Metro Name,Metro population,Median household income,% with at least Bachelor's degree,Median age,Median home price,Median home sqft,Median home cost per sqft,Median home age,Homeownership Rate,Avg Apartment Monthly Rent,Single Population,Num Violent Crimes Per 100k residents,Num Property Crimes Per 100k residents,Poverty Rate,Unemployment rate,Labor Force Participation rate,County,% Democrat,% Republican,% Asian,% Black,% Non-Hispanic White,% Hispanic,Foreign Born %,Timezone,Hottest month's avg high (F),Coldest month's avg high (F),Hottest high minus coldest high,Annual rainfall (in),Annual snowfall (in),Average yearly windspeed (mph),Air quality Index,Elevation (ft),UV Index,Land Area (sq mi),Fips Code,Latitude,Longitude,Annual Sunshine - Percentage of Possible,Summer Sunshine - Percentage of Possible,Winter Sunshine - Percentage of Possible,Annual Relative Humidity (afternoon),Summer Relative Humidity (afternoon),Number of days with thunder per year,Annual dew point (F),Average summer dew point (F),Hottest month's avg low (F),Coldest month's avg low (F),Summer rainfall (in),Winter rainfall (in),Percent of days that include precipitation,Percent of Summer days that include precipitation,Percent of Winter days that include precipitation,Days of snow per year
Del Rey,California,1246,930,Fresno,844213,$29766,11.94%,27,$275000,1355,$203,47,44.54%,$719,55.72%,N/A,N/A,38.28%,7.57%,68.6%,Fresno County,49.20%,43.20%,2.41%,0.0%,1.69%,95.91%,35.87%,Pacific Standard Time,103,61,42,10.07,0.0,6.0,59,309,5.3,1.34,CA-18674,36.6564641,-119.5981347,76%,95%,49%,40%,22%,5.8,46,52,68,38,0.13,5.0,11.97%,0.99%,23.33%,0
Easton,California,2224,739,Fresno,844213,$75259,19.51%,32,$325000,2110,$154,55,62.05%,$1174,44.57%,N/A,N/A,15.34%,6.28%,66.86%,Fresno County,49.20%,43.20%,1.53%,0.4%,27.56%,68.62%,19.38%,Pacific Standard Time,103,61,42,10.07,0.0,6.0,51,309,5.3,3.01,CA-20928,36.6523908,-119.790786,76%,95%,49%,40%,22%,5.8,46,52,68,38,0.13,5.0,11.97%,0.99%,23.33%,0
Firebaugh,California,7772,2208,Fresno,844213,$36411,6.34%,30,$285000,1250,$228,28,44.97%,$655,48.12%,130,1221,33.11%,20.94%,60.26%,Fresno County,49.20%,43.20%,0.05%,0.0%,5.76%,94.06%,45.65%,Pacific Standard Time,99,58,41,9.36,0.0,6.0,73,231,5.3,3.52,CA-24134,36.8534057,-120.4535869,76%,95%,49%,40%,22%,5.8,46,52,64,38,0.14,4.88,13.56%,0.88%,27.11%,0
Fort Washington,California,215,1792,Fresno,844213,$92566,91.26%,65,N/A,N/A,N/A,41,100.0%,$1678,25.14%,N/A,N/A,0.0%,0.0%,41.53%,Fresno County,49.20%,43.20%,0.0%,0.0%,100.0%,0.0%,0.0%,Pacific Standard Time,99,56,43,11.23,0.0,6.0,56,354,5.3,0.12,CA-25300,36.8792978,-119.761256,76%,95%,49%,40%,22%,5.8,46,52,70,40,0.21,5.61,11.97%,0.99%,23.33%,0
Fowler,California,6366,2516,Fresno,844213,$59663,21.36%,34,$410000,1830,$224,31,54.62%,$1084,48.35%,420,1506,17.46%,5.57%,55.93%,Fresno County,49.20%,43.20%,9.91%,0.93%,19.79%,65.24%,18.16%,Pacific Standard Time,103,61,42,10.07,0.0,6.0,54,309,5.3,2.53,CA-25436,36.6243777,-119.6737448,76%,95%,49%,40%,22%,5.8,46,52,68,38,0.13,5.0,11.97%,0.99%,23.33%,0
Fresno,California,526147,4568,Fresno,844213,$53368,22.88%,31,$380000,1645,$231,42,47.95%,$1041,56.82%,N/A,N/A,23.49%,9.54%,61.63%,Fresno County,49.20%,43.20%,14.39%,7.19%,26.08%,49.75%,19.62%,Pacific Standard Time,99,56,43,9.73,0.0,6.0,43,291,5.3,115.18,CA-27000,36.7830216,-119.7938418,76%,95%,49%,40%,22%,5.8,46,52,70,40,0.13,5.0,11.97%,0.99%,23.33%,0
Friant,California,541,433,Fresno,844213,$52955,7.67%,50,$663000,2511,$264,33,57.86%,$1304,51.18%,N/A,N/A,14.64%,10.25%,57.55%,Fresno County,49.20%,43.20%,0.0%,2.77%,64.33%,32.9%,5.73%,Pacific Standard Time,100,57,43,13.45,0.0,6.0,69,375,5.3,1.25,CA-27014,36.9847343,-119.7129411,76%,95%,49%,40%,22%,5.8,46,52,63,37,0.18,7.2,13.7%,1.43%,26.22%,0
Huron,California,7084,4428,Fresno,844213,$31429,0.97%,28,$110000,1019,$108,26,22.43%,$793,50.07%,1127,760,41.26%,18.87%,60.56%,Fresno County,49.20%,43.20%,0.0%,0.32%,3.43%,94.49%,56.44%,Pacific Standard Time,101,59,42,6.05,0.0,6.0,75,261,5.3,1.6,CA-36084,36.2040315,-120.0961893,76%,95%,49%,40%,22%,5.8,46,52,64,38,0.05,3.31,13.12%,0.88%,31.0%,0
Kerman,California,14920,4563,Fresno,844213,$61599,9.75%,29,$420000,1900,$221,27,53.25%,$1025,48.17%,151,2023,14.37%,11.33%,65.16%,Fresno County,49.20%,43.20%,4.42%,0.29%,12.02%,81.74%,27.5%,Pacific Standard Time,97,56,41,9.25,0.0,6.0,59,168,5.3,3.27,CA-38226,36.7248575,-120.0624289,76%,95%,49%,40%,22%,5.8,46,52,65,37,0.12,4.8,13.56%,0.88%,27.11%,0
Kingsburg,California,12116,3257,Fresno,844213,$73281,27.15%,35,$415000,1729,$240,35,72.51%,$1093,45.49%,148,1806,5.9%,5.32%,59.91%,Fresno County,49.20%,43.20%,7.88%,0.74%,41.01%,47.75%,10.33%,Pacific Standard Time,100,58,42,8.74,0.0,6.0,48,237,5.3,3.72,CA-38562,36.5199099,-119.5526792,76%,95%,49%,40%,22%,5.8,46,52,65,37,0.14,4.71,12.22%,0.88%,23.67%,0
Lanare,California,241,119,Fresno,844213,$47875,0.0%,21,N/A,N/A,N/A,52,42.32%,N/A,63.35%,N/A,N/A,39.42%,27.63%,39.79%,Fresno County,49.20%,43.20%,0.0%,0.0%,4.15%,95.85%,15.77%,Pacific Standard Time,100,58,42,6.05,0.0,6.0,68,213,5.3,2.02,CA-40116,36.4377232,-119.9321988,76%,95%,49%,40%,22%,5.8,46,52,63,36,0.05,3.31,13.12%,0.88%,31.0%,0
Laton,California,1967,777,Fresno,844213,$48598,2.08%,29,$255000,1012,$252,54,51.09%,$950,45.06%,N/A,N/A,14.59%,7.52%,60.64%,Fresno County,49.20%,43.20%,0.0%,0.0%,21.56%,77.48%,24.45%,Pacific Standard Time,100,58,42,8.74,0.0,6.0,61,237,5.3,2.53,CA-40746,36.4314099,-119.6975954,76%,95%,49%,40%,22%,5.8,46,52,65,37,0.14,4.71,12.22%,0.88%,23.67%,0
Malaga,California,1168,4326,Fresno,844213,$42792,5.9%,27,N/A,N/A,N/A,54,44.09%,$972,52.5%,N/A,N/A,18.75%,8.07%,60.98%,Fresno County,49.20%,43.20%,1.03%,1.03%,6.51%,91.44%,17.21%,Pacific Standard Time,103,61,42,10.07,0.0,6.0,44,309,5.3,0.27,CA-45232,36.681602,-119.7317857,76%,95%,49%,40%,22%,5.8,46,52,68,38,0.13,5.0,11.97%,0.99%,23.33%,0
Mendota,California,12173,3591,Fresno,844213,$36376,2.52%,25,$280000,1191,$235,30,51.78%,$764,53.5%,725,1355,38.5%,16.2%,65.76%,Fresno County,49.20%,43.20%,0.0%,0.25%,3.6%,96.03%,52.31%,Pacific Standard Time,99,58,41,9.25,0.0,6.0,74,168,5.3,3.39,CA-46828,36.7555284,-120.3776009,76%,95%,49%,40%,22%,5.8,46,52,64,38,0.12,4.8,13.56%,0.88%,27.11%,0
Minkler,California,968,165,Fresno,844213,$68026,17.51%,53,N/A,N/A,N/A,44,95.76%,$851,25.03%,N/A,N/A,4.64%,0.0%,59.59%,Fresno County,49.20%,43.20%,0.0%,0.0%,97.0%,2.07%,1.76%,Pacific Standard Time,103,61,42,10.07,0.0,6.0,59,309,5.3,5.86,CA-47822,36.7276258,-119.4588462,76%,95%,49%,40%,22%,5.8,46,52,68,38,0.13,5.0,11.97%,0.99%,23.33%,0
Monmouth,California,113,365,Fresno,844213,$29583,4.17%,42,N/A,N/A,N/A,51,81.42%,$833,64.86%,N/A,N/A,8.85%,36.0%,33.78%,Fresno County,49.20%,43.20%,5.31%,9.73%,6.19%,88.5%,42.48%,Pacific Standard Time,103,61,42,8.74,0.0,6.0,56,237,5.3,0.31,CA-48592,36.5656207,-119.7404754,76%,95%,49%,40%,22%,5.8,46,52,68,38,0.14,4.71,11.97%,0.99%,23.33%,0
Old Fig Garden,California,5613,3361,Fresno,844213,$87578,44.08%,36,$524000,1858,$282,68,84.5%,$1160,48.04%,N/A,N/A,5.64%,6.47%,66.86%,Fresno County,49.20%,43.20%,2.83%,1.23%,48.28%,41.53%,8.73%,Pacific Standard Time,99,56,43,9.73,0.0,6.0,44,291,5.3,1.67,CA-53505,36.7988448,-119.805128,76%,95%,49%,40%,22%,5.8,46,52,70,40,0.13,5.0,11.97%,0.99%,23.33%,0
Orange Cove,California,10120,5654,Fresno,844213,$25587,3.56%,26,$142000,855,$166,30,41.02%,$753,52.06%,186,633,44.92%,12.81%,60.45%,Fresno County,49.20%,43.20%,0.0%,1.16%,3.0%,95.32%,38.14%,Pacific Standard Time,96,57,39,8.71,0.0,6.0,65,276,5.3,1.79,CA-54008,36.6211453,-119.3187488,76%,95%,49%,40%,22%,5.8,46,52,68,39,0.13,4.61,13.01%,0.99%,25.56%,0
Parlier,California,15645,6492,Fresno,844213,$37434,6.46%,28,$175000,616,$284,32,44.99%,$847,54.42%,403,1163,31.79%,4.62%,63.66%,Fresno County,49.20%,43.20%,0.56%,0.35%,1.85%,97.67%,37.69%,Pacific Standard Time,103,61,42,10.07,0.0,6.0,58,309,5.3,2.41,CA-55856,36.6086926,-119.5433662,76%,95%,49%,40%,22%,5.8,46,52,68,38,0.13,5.0,11.97%,0.99%,23.33%,0
Raisin City,California,377,496,Fresno,844213,$39444,5.2%,37,N/A,N/A,N/A,46,43.77%,$844,58.75%,N/A,N/A,34.48%,28.96%,60.4%,Fresno County,49.20%,43.20%,3.45%,0.0%,27.06%,70.56%,40.05%,Pacific Standard Time,103,61,42,9.25,0.0,6.0,65,168,5.3,0.76,CA-59290,36.6032624,-119.9091583,76%,95%,49%,40%,22%,5.8,46,52,68,38,0.12,4.8,11.97%,0.99%,23.33%,0
Reedley,California,25710,4666,Fresno,844213,$45850,13.24%,31,$357000,1767,$202,40,56.57%,$973,45.95%,454,912,23.02%,14.72%,63.21%,Fresno County,49.20%,43.20%,2.28%,1.68%,14.21%,79.31%,29.83%,Pacific Standard Time,103,61,42,10.07,0.0,6.0,51,309,5.3,5.51,CA-60242,36.5987678,-119.4470418,76%,95%,49%,40%,22%,5.8,46,52,68,38,0.13,5.0,11.97%,0.99%,23.33%,0
Riverdale,California,2727,694,Fresno,844213,$34883,10.91%,32,$315000,1388,$227,51,54.13%,$907,39.16%,N/A,N/A,33.89%,3.9%,51.09%,Fresno County,49.20%,43.20%,3.3%,0.0%,30.88%,69.12%,32.67%,Pacific Standard Time,100,58,42,6.05,0.0,6.0,68,213,5.3,3.93,CA-61096,36.4304022,-119.8671795,76%,95%,49%,40%,22%,5.8,46,52,63,36,0.05,3.31,13.12%,0.88%,31.0%,0
San Joaquin,California,4025,3354,Fresno,844213,$37225,2.39%,27,$200000,1274,$157,32,46.56%,$807,38.64%,N/A,N/A,26.26%,14.35%,56.88%,Fresno County,49.20%,43.20%,0.0%,0.99%,1.49%,97.52%,44.84%,Pacific Standard Time,101,59,42,9.25,0.0,6.0,74,168,5.3,1.2,CA-67126,36.6055688,-120.1899211,76%,95%,49%,40%,22%,5.8,46,52,64,38,0.12,4.8,13.12%,0.88%,31.0%,0
Sanger,California,26744,4635,Fresno,844213,$52349,11.49%,32,$345000,1885,$183,39,60.72%,$950,56.33%,613,1194,23.22%,4.76%,61.34%,Fresno County,49.20%,43.20%,3.05%,0.04%,15.05%,80.46%,19.73%,Pacific Standard Time,103,61,42,10.07,0.0,6.0,57,309,5.3,5.77,CA-67056,36.6989689,-119.5574859,76%,95%,49%,40%,22%,5.8,46,52,68,38,0.13,5.0,11.97%,0.99%,23.33%,0
Selma,California,24405,4201,Fresno,844213,$42059,10.13%,30,$350000,1489,$235,41,50.04%,$934,55.06%,340,2421,23.33%,8.3%,59.84%,Fresno County,49.20%,43.20%,1.82%,0.99%,10.66%,84.99%,23.61%,Pacific Standard Time,103,61,42,8.74,0.0,6.0,43,237,5.3,5.81,CA-70882,36.5715495,-119.6142694,76%,95%,49%,40%,22%,5.8,46,52,68,38,0.14,4.71,11.97%,0.99%,23.33%,0
Squaw Valley,California,3511,55,Fresno,844213,$68333,28.98%,51,$318000,2193,$145,30,76.53%,$1000,38.0%,N/A,N/A,7.04%,3.67%,41.75%,Fresno County,49.20%,43.20%,7.38%,1.59%,80.29%,10.14%,6.81%,Pacific Standard Time,78,45,33,33.21,0.0,6.0,75,6018,5.3,63.61,CA-73794,36.6997855,-119.1993586,76%,95%,49%,40%,22%,5.8,46,52,53,26,0.49,18.16,13.01%,0.99%,25.56%,0
Sunnyside,California,4557,2386,Fresno,844213,$96271,42.0%,40,N/A,N/A,N/A,57,76.73%,$1083,44.36%,N/A,N/A,15.13%,1.75%,59.46%,Fresno County,49.20%,43.20%,7.86%,4.81%,39.15%,43.47%,15.78%,Pacific Standard Time,103,61,42,10.07,0.0,6.0,45,309,5.3,1.91,CA-75994,36.729419,-119.694505,76%,95%,49%,40%,22%,5.8,46,52,68,38,0.13,5.0,11.97%,0.99%,23.33%,0
Tarpey Village,California,4222,5344,Fresno,844213,$54750,15.29%,38,$328000,1350,$243,62,71.75%,$1273,48.64%,N/A,N/A,22.41%,6.41%,55.59%,Fresno County,49.20%,43.20%,22.67%,1.89%,43.37%,28.02%,13.74%,Pacific Standard Time,99,56,43,9.99,0.0,6.0,45,306,5.3,0.79,CA-77960,36.7940454,-119.7011975,76%,95%,49%,40%,22%,5.8,46,52,70,40,0.18,5.28,11.97%,0.99%,23.33%,0
Tranquillity,California,807,1302,Fresno,844213,$24919,0.0%,43,N/A,N/A,N/A,49,69.27%,$799,34.95%,N/A,N/A,11.15%,18.42%,39.45%,Fresno County,49.20%,43.20%,0.0%,0.0%,6.32%,93.68%,39.53%,Pacific Standard Time,101,59,42,9.25,0.0,6.0,74,168,5.3,0.62,CA-80266,36.6480071,-120.2525417,76%,95%,49%,40%,22%,5.8,46,52,64,38,0.12,4.8,13.56%,0.88%,27.11%,0
West Park,California,1025,573,Fresno,844213,$65625,5.79%,31,N/A,N/A,N/A,46,53.27%,$900,55.29%,N/A,N/A,21.95%,15.33%,56.53%,Fresno County,49.20%,43.20%,8.29%,1.76%,2.73%,87.22%,18.24%,Pacific Standard Time,99,56,43,9.73,0.0,6.0,58,291,5.3,1.79,CA-84680,36.7055275,-119.8515487,76%,95%,49%,40%,22%,5.8,46,52,70,40,0.13,5.0,11.97%,0.99%,23.33%,0
