City,State,Population,People per sq mi,Metro Name,Metro population,Median household income,% with at least Bachelor's degree,Median age,Median home price,Median home sqft,Median home cost per sqft,Median home age,Homeownership Rate,Avg Apartment Monthly Rent,Single Population,Num Violent Crimes Per 100k residents,Num Property Crimes Per 100k residents,Poverty Rate,Unemployment rate,Labor Force Participation rate,County,% Democrat,% Republican,% Asian,% Black,% Non-Hispanic White,% Hispanic,Foreign Born %,Timezone,Hottest month's avg high (F),Coldest month's avg high (F),Hottest high minus coldest high,Annual rainfall (in),Annual snowfall (in),Average yearly windspeed (mph),Air quality Index,Elevation (ft),UV Index,Land Area (sq mi),Fips Code,Latitude,Longitude,Annual Sunshine - Percentage of Possible,Summer Sunshine - Percentage of Possible,Winter Sunshine - Percentage of Possible,Annual Relative Humidity (afternoon),Summer Relative Humidity (afternoon),Number of days with thunder per year,Annual dew point (F),Average summer dew point (F),Hottest month's avg low (F),Coldest month's avg low (F),Summer rainfall (in),Winter rainfall (in),Percent of days that include precipitation,Percent of Summer days that include precipitation,Percent of Winter days that include precipitation,Days of snow per year,Hottest month's avg heat index high (F)
Grant township (De Kalb Cnty),Indiana,3253,186,Auburn,153575,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,DeKalb County,23.30%,71.30%,N/A,N/A,N/A,N/A,N/A,N/A,81,31,50,38.01,35.3,7.6,82,801,3.6,17.49,IN-28836,41.4187474,-85.0227052,60%,75%,47%,61%,55%,36.1,40,60,61,17,11.19,7.42,33.04%,29.78%,36.0%,28,82
Jackson township (De Kalb Cnty),Indiana,3078,87,Auburn,153575,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,DeKalb County,23.30%,71.30%,N/A,N/A,N/A,N/A,N/A,N/A,81,31,50,38.01,35.3,7.6,78,801,3.6,35.38,IN-36936,41.3097955,-85.0209435,60%,75%,47%,61%,55%,36.1,40,60,61,17,11.19,7.42,33.04%,29.78%,36.0%,28,82
Keyser,Indiana,7719,322,Auburn,153575,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,DeKalb County,23.30%,71.30%,N/A,N/A,N/A,N/A,N/A,N/A,84,32,52,39.0,29.5,7.6,76,804,3.6,23.97,IN-39636,41.3516755,-85.1357421,60%,75%,47%,61%,55%,36.1,40,60,63,17,11.57,7.71,36.71%,32.97%,41.44%,20,86
Newville,Indiana,577,42,Auburn,153575,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,DeKalb County,23.30%,71.30%,N/A,N/A,N/A,N/A,N/A,N/A,86,34,52,37.77,35.3,7.6,79,687,3.6,13.74,IN-53784,41.3142428,-84.8262481,60%,75%,47%,61%,55%,36.1,40,60,60,16,10.63,7.29,28.82%,28.79%,23.33%,28,89
Richland township (De Kalb Cnty),Indiana,1413,2717,Auburn,153575,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,DeKalb County,23.30%,71.30%,N/A,N/A,N/A,N/A,N/A,N/A,84,32,52,39.0,29.5,7.6,82,804,3.6,0.52,IN-64008,41.4096509,-85.1359949,60%,75%,47%,61%,55%,36.1,40,60,63,17,11.57,7.71,36.71%,32.97%,41.44%,20,86
Smithfield,Indiana,1706,49,Auburn,153575,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,DeKalb County,23.30%,71.30%,N/A,N/A,N/A,N/A,N/A,N/A,84,32,52,38.01,29.5,7.6,82,801,3.6,34.82,IN-70200,41.4838606,-85.023928,60%,75%,47%,61%,55%,36.1,40,60,63,17,11.19,7.42,28.82%,28.79%,23.33%,20,86
Spencer township (De Kalb Cnty),Indiana,1254,789,Auburn,153575,N/A,N/A,N/A,$205000,1530,$134,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,DeKalb County,23.30%,71.30%,N/A,N/A,N/A,N/A,N/A,N/A,86,34,52,37.77,35.3,7.6,79,687,3.6,1.59,IN-71918,41.2906031,-84.9057092,60%,75%,47%,61%,55%,36.1,40,60,60,16,10.63,7.29,28.82%,28.79%,23.33%,28,89
St. Joe,Indiana,456,1341,Auburn,153575,$57500,4.23%,28,N/A,N/A,N/A,N/A,78.51%,$546,68.45%,N/A,N/A,16.01%,8.14%,62.61%,DeKalb County,23.30%,71.30%,0.0%,0.0%,96.05%,3.51%,2.63%,N/A,86,34,52,37.9,35.3,7.6,79,777,3.6,0.34,IN-66834,41.3146634,-84.9011151,60%,75%,47%,61%,55%,36.1,40,60,60,16,10.61,7.13,28.82%,28.79%,23.33%,28,89
Stafford township (De Kalb Cnty),Indiana,258,17,Auburn,153575,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,DeKalb County,23.30%,71.30%,N/A,N/A,N/A,N/A,N/A,N/A,86,34,52,37.9,35.3,7.6,82,777,3.6,15.18,IN-72512,41.401277,-84.8273794,60%,75%,47%,61%,55%,36.1,40,60,60,16,10.61,7.13,28.82%,28.79%,23.33%,28,89
Troy township (De Kalb Cnty),Indiana,246,218,Auburn,153575,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,DeKalb County,23.30%,71.30%,N/A,N/A,N/A,N/A,N/A,N/A,84,32,52,37.9,39.9,7.6,82,777,3.6,1.13,IN-76598,41.4874521,-84.8287161,60%,75%,47%,61%,55%,36.1,40,60,62,17,10.61,7.13,28.82%,28.79%,23.33%,25,86
Union township (De Kalb Cnty),Indiana,13368,5915,Auburn,153575,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,DeKalb County,23.30%,71.30%,N/A,N/A,N/A,N/A,N/A,N/A,81,31,50,38.01,35.3,7.6,74,801,3.6,2.26,IN-77228,41.3752142,-85.0220727,60%,75%,47%,61%,55%,36.1,40,60,61,17,11.19,7.42,33.04%,29.78%,36.0%,28,82
Waterloo,Indiana,2217,1046,Auburn,153575,$44474,11.09%,32,$162000,1780,$91,47,71.04%,$653,50.21%,N/A,N/A,13.76%,2.69%,65.84%,DeKalb County,23.30%,71.30%,0.45%,0.0%,89.49%,6.13%,2.84%,N/A,81,31,50,38.01,35.3,7.6,82,801,3.6,2.12,IN-81278,41.4306536,-85.0233108,60%,75%,47%,61%,55%,36.1,40,60,61,17,11.19,7.42,33.04%,29.78%,36.0%,28,82
Wilmington,Indiana,4141,115,Auburn,153575,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,DeKalb County,23.30%,71.30%,N/A,N/A,N/A,N/A,N/A,N/A,86,34,52,37.9,35.3,7.6,82,777,3.6,36.01,IN-84590,41.3992422,-84.9083396,60%,75%,47%,61%,55%,36.1,40,60,60,16,10.61,7.13,28.82%,28.79%,23.33%,28,89
