City,State,Population,People per sq mi,Metro Name,Metro population,Median household income,% with at least Bachelor's degree,Median age,Median home price,Median home sqft,Median home cost per sqft,Median home age,Homeownership Rate,Avg Apartment Monthly Rent,Single Population,Num Violent Crimes Per 100k residents,Num Property Crimes Per 100k residents,Poverty Rate,Unemployment rate,Labor Force Participation rate,County,% Democrat,% Republican,% Asian,% Black,% Non-Hispanic White,% Hispanic,Foreign Born %,Timezone,Hottest month's avg high (F),Coldest month's avg high (F),Hottest high minus coldest high,Annual rainfall (in),Annual snowfall (in),Average yearly windspeed (mph),Air quality Index,Elevation (ft),UV Index,Land Area (sq mi),Fips Code,Latitude,Longitude,Annual Sunshine - Percentage of Possible,Summer Sunshine - Percentage of Possible,Winter Sunshine - Percentage of Possible,Annual Relative Humidity (afternoon),Summer Relative Humidity (afternoon),Number of days with thunder per year,Annual dew point (F),Average summer dew point (F),Hottest month's avg low (F),Coldest month's avg low (F),Summer rainfall (in),Winter rainfall (in),Percent of days that include precipitation,Percent of Summer days that include precipitation,Percent of Winter days that include precipitation,Days of snow per year,Hottest month's avg heat index high (F)
Grant township (Reno Cnty),Kansas,1472,33,Hutchinson,101005,$58869,N/A,N/A,N/A,N/A,N/A,39,81.30%,N/A,34.00%,N/A,N/A,N/A,3.80%,N/A,Reno County,27.90%,63.20%,N/A,N/A,N/A,N/A,N/A,N/A,94,46,48,31.38,13.1,8.0,77,1413,4.9,44.61,KS-28025,38.1403255,-98.0183172,64%,73%,59%,55%,51%,53.7,43,62,68,19,11.79,2.92,23.64%,29.23%,14.78%,7,103
Haven,Kansas,1191,1527,Hutchinson,101005,$54777,17.58%,42,$197000,2096,$94,64,79.43%,$748,46.73%,84,1513,4.05%,3.86%,63.88%,Reno County,27.90%,63.20%,0.34%,0.84%,93.45%,1.85%,0.34%,N/A,93,45,48,33.13,13.1,8.0,74,1317,4.9,0.78,KS-30725,37.9016326,-97.7830934,64%,73%,59%,55%,51%,53.7,43,62,68,20,12.44,3.51,21.62%,27.14%,14.22%,7,101
Haven township,Kansas,1191,1527,Hutchinson,101005,$54777,17.58%,42,$197000,2096,$94,64,79.43%,$748,46.73%,84,1513,4.05%,3.86%,63.88%,Reno County,27.90%,63.20%,0.34%,0.84%,93.45%,1.85%,0.34%,N/A,93,45,48,33.13,13.1,8.0,74,1317,4.9,0.78,KS-30725,37.9016326,-97.7830934,64%,73%,59%,55%,51%,53.7,43,62,68,20,12.44,3.51,21.62%,27.14%,14.22%,7,101
Hayes township (Reno Cnty),Kansas,44,1,Hutchinson,101005,$60417,N/A,N/A,N/A,N/A,N/A,78,100.00%,N/A,9.10%,N/A,N/A,N/A,3.80%,N/A,Reno County,27.90%,63.20%,N/A,N/A,N/A,N/A,N/A,N/A,94,46,48,28.78,13.2,N/A,79,1590,4.9,44.0,KS-31000,38.086058,-98.4176395,64%,73%,59%,55%,51%,53.7,43,62,69,21,10.76,2.85,18.6%,23.63%,11.78%,3,103
Huntsville,Kansas,45,1,Hutchinson,101005,$35417,N/A,N/A,N/A,N/A,N/A,63,100.00%,N/A,53.30%,N/A,N/A,N/A,3.80%,N/A,Reno County,27.90%,63.20%,N/A,N/A,N/A,N/A,N/A,N/A,93,43,50,28.78,13.1,N/A,79,1590,4.9,45.0,KS-33540,38.0572354,-98.3259014,64%,73%,59%,55%,51%,53.7,43,62,68,20,10.76,2.85,18.6%,23.63%,11.78%,7,101
Hutchinson,Kansas,40669,1655,Hutchinson,101005,$48889,20.03%,40,$133000,1529,$87,60,65.73%,$765,51.9%,378,3190,14.01%,4.49%,59.84%,Reno County,27.90%,63.20%,0.69%,3.67%,79.4%,12.32%,3.15%,N/A,94,46,48,33.03,13.1,8.0,68,1407,4.9,24.58,KS-33625,38.0671025,-97.9080831,64%,73%,59%,55%,51%,53.7,43,62,68,19,12.37,3.32,23.64%,29.23%,14.78%,7,103
Langdon,Kansas,33,330,Hutchinson,101005,$41750,15.63%,53,N/A,N/A,N/A,69,87.88%,N/A,63.64%,N/A,N/A,12.12%,11.54%,78.79%,Reno County,27.90%,63.20%,0.0%,0.0%,100.0%,0.0%,0.0%,N/A,93,44,49,30.49,10.2,N/A,79,1587,4.9,0.1,KS-38500,37.8531924,-98.3241796,64%,73%,59%,55%,51%,53.7,43,62,68,19,11.83,2.92,16.63%,22.53%,8.11%,6,101
Langdon township,Kansas,33,330,Hutchinson,101005,$41750,15.63%,53,N/A,N/A,N/A,69,87.88%,N/A,63.64%,N/A,N/A,12.12%,11.54%,78.79%,Reno County,27.90%,63.20%,0.0%,0.0%,100.0%,0.0%,0.0%,N/A,93,44,49,30.49,10.2,N/A,79,1587,4.9,0.1,KS-38500,37.8531924,-98.3241796,64%,73%,59%,55%,51%,53.7,43,62,68,19,11.83,2.92,16.63%,22.53%,8.11%,6,101
Lincoln township (Reno Cnty),Kansas,694,19,Hutchinson,101005,$60625,N/A,N/A,N/A,N/A,N/A,42,85.30%,N/A,39.00%,N/A,N/A,N/A,3.80%,N/A,Reno County,27.90%,63.20%,N/A,N/A,N/A,N/A,N/A,N/A,93,44,49,30.55,13.1,8.0,74,1416,4.9,36.53,KS-41050,37.9556542,-97.976951,64%,73%,59%,55%,51%,53.7,43,62,68,19,11.52,3.03,19.62%,23.74%,13.33%,7,101
Little River township,Kansas,1820,4667,Hutchinson,101005,$53958,N/A,N/A,N/A,N/A,N/A,54,66.10%,N/A,30.60%,0,0,N/A,3.80%,N/A,Reno County,27.90%,63.20%,N/A,N/A,N/A,3.70%,N/A,N/A,93,45,48,33.14,13.1,8.0,77,1482,4.9,0.39,KS-41550,38.1217951,-97.749432,64%,73%,59%,55%,51%,53.7,43,62,68,20,12.2,3.43,23.21%,28.02%,15.56%,7,101
Loda,Kansas,63,2,Hutchinson,101005,$68523,N/A,N/A,N/A,N/A,N/A,78,85.40%,N/A,64.30%,N/A,N/A,N/A,3.80%,N/A,Reno County,27.90%,63.20%,N/A,N/A,N/A,N/A,N/A,N/A,93,45,48,29.88,10.2,N/A,78,1437,4.9,31.5,KS-41700,37.7788238,-98.1913494,64%,73%,59%,55%,51%,53.7,43,62,69,20,11.05,2.7,16.38%,20.44%,9.89%,6,101
Medford,Kansas,229,7,Hutchinson,101005,$41944,N/A,N/A,N/A,N/A,N/A,65,69.70%,N/A,7.00%,N/A,N/A,N/A,3.80%,N/A,Reno County,27.90%,63.20%,N/A,N/A,N/A,N/A,N/A,N/A,93,43,50,30.08,13.2,8.0,80,1497,4.9,32.71,KS-45450,38.1254458,-98.1995076,64%,73%,59%,55%,51%,53.7,43,62,68,20,12.07,2.87,21.1%,25.6%,14.11%,3,101
Medora,Kansas,1386,46,Hutchinson,101005,$57587,19.86%,N/A,N/A,N/A,N/A,38,89.50%,N/A,34.30%,N/A,N/A,N/A,3.80%,N/A,Reno County,27.90%,63.20%,N/A,N/A,N/A,5.10%,N/A,N/A,94,46,48,33.29,13.1,8.0,76,1377,4.9,30.13,KS-45575,38.1488992,-97.8456052,64%,73%,59%,55%,51%,53.7,43,62,68,19,12.39,3.31,23.21%,28.02%,15.56%,7,103
Miami township (Reno Cnty),Kansas,410,11,Hutchinson,101005,$22708,N/A,N/A,N/A,N/A,N/A,70,49.50%,N/A,40.40%,N/A,N/A,N/A,3.80%,N/A,Reno County,27.90%,63.20%,N/A,N/A,N/A,4.40%,N/A,N/A,93,45,48,30.49,10.2,N/A,79,1587,4.9,37.27,KS-46125,37.7785337,-98.41005,64%,73%,59%,55%,51%,53.7,43,62,69,20,11.83,2.92,16.63%,22.53%,8.11%,6,101
Nickerson,Kansas,863,664,Hutchinson,101005,$53224,17.43%,46,$95000,1439,$66,70,76.71%,$731,47.43%,N/A,N/A,7.42%,5.51%,68.21%,Reno County,27.90%,63.20%,0.0%,1.16%,93.74%,4.29%,0.0%,N/A,93,43,50,30.08,13.1,8.0,80,1497,4.9,1.3,KS-50525,38.148899,-98.0882605,64%,73%,59%,55%,51%,53.7,43,62,68,20,12.07,2.87,21.1%,25.6%,14.11%,7,101
Ninnescah township (Reno Cnty),Kansas,328,11,Hutchinson,101005,$58750,N/A,N/A,N/A,N/A,N/A,43,79.80%,N/A,33.10%,N/A,N/A,N/A,3.80%,N/A,Reno County,27.90%,63.20%,N/A,N/A,N/A,4.00%,N/A,N/A,93,44,49,32.73,10.2,8.0,77,1266,4.9,29.82,KS-50700,37.7831426,-97.8613252,64%,73%,59%,55%,51%,53.7,43,62,68,19,12.78,3.15,22.58%,28.13%,13.44%,6,101
Partridge,Kansas,173,558,Hutchinson,101005,$44375,6.25%,42,N/A,N/A,N/A,65,62.43%,$782,44.62%,N/A,N/A,9.83%,5.75%,69.05%,Reno County,27.90%,63.20%,0.0%,0.0%,83.24%,16.18%,6.36%,N/A,93,44,49,30.55,13.1,8.0,74,1416,4.9,0.31,KS-54700,37.9668737,-98.0922594,64%,73%,59%,55%,51%,53.7,43,62,68,19,11.52,3.03,19.62%,23.74%,13.33%,7,101
Plevna,Kansas,129,561,Hutchinson,101005,$23750,9.38%,52,N/A,N/A,N/A,66,64.34%,$557,52.63%,N/A,N/A,26.36%,2.38%,37.17%,Reno County,27.90%,63.20%,0.0%,0.0%,96.9%,1.55%,0.0%,N/A,93,44,49,28.85,10.2,N/A,79,1554,4.9,0.23,KS-56725,37.9716198,-98.309592,64%,73%,59%,55%,51%,53.7,43,62,68,19,10.69,2.84,18.6%,23.63%,11.78%,6,101
Plevna township,Kansas,129,561,Hutchinson,101005,$23750,9.38%,52,N/A,N/A,N/A,60,64.34%,$557,52.63%,N/A,N/A,26.36%,2.38%,37.17%,Reno County,27.90%,63.20%,0.0%,0.0%,96.9%,1.55%,0.0%,N/A,93,44,49,28.85,10.2,N/A,79,1554,4.9,0.23,KS-56725,37.9716198,-98.309592,64%,73%,59%,55%,51%,53.7,43,62,68,19,10.69,2.84,18.6%,23.63%,11.78%,6,101
Pretty Prairie,Kansas,531,916,Hutchinson,101005,$51053,21.77%,39,N/A,N/A,N/A,74,76.71%,$786,53.46%,N/A,N/A,13.04%,1.59%,61.07%,Reno County,27.90%,63.20%,0.0%,1.51%,98.12%,0.19%,0.75%,N/A,93,44,49,31.68,10.2,N/A,77,1359,4.9,0.58,KS-57700,37.7800629,-98.0224824,64%,73%,59%,55%,51%,53.7,43,62,68,19,12.16,3.15,21.37%,26.26%,14.33%,6,101
Reno township (Reno Cnty),Kansas,4398,125,Hutchinson,101005,$44250,N/A,N/A,N/A,N/A,N/A,45,61.00%,N/A,46.30%,N/A,N/A,N/A,3.80%,N/A,Reno County,27.90%,63.20%,N/A,N/A,N/A,9.10%,N/A,N/A,94,46,48,31.38,13.1,8.0,75,1413,4.9,35.18,KS-58975,38.0514298,-97.9786181,64%,73%,59%,55%,51%,53.7,43,62,68,19,11.79,2.92,23.64%,29.23%,14.78%,7,103
Roscoe,Kansas,108,3,Hutchinson,101005,$55870,N/A,N/A,N/A,N/A,N/A,44,70.60%,N/A,39.40%,N/A,N/A,N/A,3.80%,N/A,Reno County,27.90%,63.20%,N/A,N/A,N/A,10.20%,N/A,N/A,93,45,48,31.47,10.2,N/A,77,1446,4.9,36.0,KS-61150,37.7790006,-98.0822176,64%,73%,59%,55%,51%,53.7,43,62,69,20,12.12,3.33,21.37%,26.26%,14.33%,6,101
Salt Creek township (Reno Cnty),Kansas,313,6,Hutchinson,101005,$39688,N/A,N/A,N/A,N/A,N/A,62,58.70%,N/A,30.70%,N/A,N/A,N/A,3.80%,N/A,Reno County,27.90%,63.20%,N/A,N/A,N/A,N/A,N/A,N/A,94,46,48,31.38,13.1,8.0,77,1413,4.9,52.17,KS-62850,38.0661523,-98.0921232,64%,73%,59%,55%,51%,53.7,43,62,68,19,11.79,2.92,23.64%,29.23%,14.78%,7,103
South Hutchinson,Kansas,2651,933,Hutchinson,101005,$43050,12.01%,45,$92000,1122,$82,46,75.0%,$529,54.79%,N/A,N/A,13.36%,5.36%,50.54%,Reno County,27.90%,63.20%,1.02%,1.7%,90.0%,4.79%,4.53%,N/A,94,46,48,31.21,13.1,8.0,75,1443,4.9,2.84,KS-66750,38.0278368,-97.9427999,64%,73%,59%,55%,51%,53.7,43,62,68,19,11.76,3.13,23.64%,29.23%,14.78%,7,103
Sumner township (Reno Cnty),Kansas,544,13,Hutchinson,101005,$51410,N/A,N/A,N/A,N/A,N/A,36,75.10%,N/A,46.40%,N/A,N/A,N/A,3.80%,N/A,Reno County,27.90%,63.20%,N/A,N/A,N/A,N/A,N/A,N/A,93,44,49,32.88,13.0,8.0,77,1389,4.9,41.85,KS-69200,37.7869124,-97.7541016,64%,73%,59%,55%,51%,53.7,43,62,68,19,12.36,3.23,19.67%,24.07%,12.56%,7,101
Sylvia,Kansas,144,497,Hutchinson,101005,$48125,6.3%,62,N/A,N/A,N/A,57,88.89%,N/A,42.75%,N/A,N/A,11.81%,8.05%,67.97%,Reno County,27.90%,63.20%,0.0%,0.0%,87.5%,11.11%,2.78%,N/A,94,46,48,29.72,10.2,N/A,79,1590,4.9,0.29,KS-69800,37.95887,-98.4086737,64%,73%,59%,55%,51%,53.7,43,62,69,21,11.66,2.74,16.63%,22.53%,8.11%,6,103
Sylvia township,Kansas,144,497,Hutchinson,101005,$48125,6.3%,62,N/A,N/A,N/A,57,88.89%,N/A,42.75%,N/A,N/A,11.81%,8.05%,67.97%,Reno County,27.90%,63.20%,0.0%,0.0%,87.5%,11.11%,2.78%,N/A,94,46,48,29.72,10.2,N/A,79,1590,4.9,0.29,KS-69800,37.95887,-98.4086737,64%,73%,59%,55%,51%,53.7,43,62,69,21,11.66,2.74,16.63%,22.53%,8.11%,6,103
Troy township,Kansas,81,83,Hutchinson,101005,$53542,N/A,N/A,N/A,N/A,N/A,78,69.20%,N/A,6.50%,0,412,N/A,3.80%,N/A,Reno County,27.90%,63.20%,N/A,N/A,N/A,N/A,N/A,N/A,93,44,49,29.88,10.2,N/A,78,1437,4.9,0.98,KS-71600,37.8684555,-98.0868696,64%,73%,59%,55%,51%,53.7,43,62,68,19,11.05,2.7,16.38%,20.44%,9.89%,6,101
Turon,Kansas,319,709,Hutchinson,101005,$58750,29.87%,55,N/A,N/A,N/A,67,87.46%,$400,31.42%,N/A,N/A,12.54%,1.18%,65.76%,Reno County,27.90%,63.20%,0.0%,0.0%,93.1%,4.08%,2.51%,N/A,93,45,48,30.49,10.2,N/A,79,1587,4.9,0.45,KS-71800,37.8075371,-98.4277502,64%,73%,59%,55%,51%,53.7,43,62,69,20,11.83,2.92,16.63%,22.53%,8.11%,6,101
Valley township (Reno Cnty),Kansas,990,18,Hutchinson,101005,$77443,N/A,N/A,N/A,N/A,N/A,38,72.30%,N/A,36.70%,N/A,N/A,N/A,3.80%,N/A,Reno County,27.90%,63.20%,N/A,N/A,N/A,N/A,N/A,N/A,93,45,48,27.02,13.1,8.0,75,1410,4.9,55.0,KS-73075,38.0037639,-97.7531493,64%,73%,59%,55%,51%,53.7,43,62,68,20,10.3,2.64,22.11%,28.24%,12.56%,7,101
Walnut township (Reno Cnty),Kansas,139,95,Hutchinson,101005,$44844,N/A,N/A,N/A,N/A,N/A,78,70.40%,N/A,0.00%,N/A,N/A,N/A,3.80%,N/A,Reno County,27.90%,63.20%,N/A,N/A,N/A,13.00%,N/A,N/A,93,43,50,30.08,13.2,N/A,80,1497,4.9,1.47,KS-75100,38.1299079,-98.3075429,64%,73%,59%,55%,51%,53.7,43,62,68,20,12.07,2.87,21.1%,25.6%,14.11%,3,101
Westminster,Kansas,219,6,Hutchinson,101005,$43000,N/A,N/A,N/A,N/A,N/A,66,76.20%,N/A,22.00%,N/A,N/A,N/A,3.80%,N/A,Reno County,27.90%,63.20%,N/A,N/A,N/A,N/A,N/A,N/A,93,44,49,30.68,10.2,N/A,79,1449,4.9,36.5,KS-77175,37.9557032,-98.1970671,64%,73%,59%,55%,51%,53.7,43,62,68,19,11.46,3.2,18.6%,23.63%,11.78%,6,101
Willowbrook,Kansas,77,257,Hutchinson,101005,$144375,63.08%,60,$380000,3455,$110,40,98.7%,$744,11.27%,N/A,N/A,0.0%,0.0%,52.86%,Reno County,27.90%,63.20%,0.0%,0.0%,97.4%,0.0%,0.0%,N/A,94,46,48,31.38,13.1,8.0,77,1413,4.9,0.3,KS-79425,38.1011701,-97.9919323,64%,73%,59%,55%,51%,53.7,43,62,68,19,11.79,2.92,23.64%,29.23%,14.78%,7,103
Yoder CDP,Kansas,163,60,Hutchinson,101005,$82279,33.74%,66,N/A,N/A,N/A,65,54.6%,N/A,20.25%,N/A,N/A,14.72%,0.0%,61.35%,Reno County,27.90%,63.20%,0.0%,0.0%,100.0%,0.0%,0.0%,N/A,93,45,48,32.11,13.1,8.0,74,1395,4.9,2.7,KS-80750,37.9454619,-97.8681092,64%,73%,59%,55%,51%,53.7,43,62,68,20,12.08,3.14,20.63%,25.27%,14.22%,7,101
Yoder township,Kansas,163,60,Hutchinson,101005,$61250,33.74%,66,N/A,N/A,N/A,55,54.6%,N/A,20.25%,N/A,N/A,14.72%,0.0%,61.35%,Reno County,27.90%,63.20%,0.0%,0.0%,100.0%,0.0%,0.0%,N/A,93,45,48,32.11,13.1,8.0,74,1395,4.9,2.7,KS-80750,37.9454619,-97.8681092,64%,73%,59%,55%,51%,53.7,43,62,68,20,12.08,3.14,20.63%,25.27%,14.22%,7,101
