City,State,Population,People per sq mi,Metro Name,Metro population,Median household income,% with at least Bachelor's degree,Median age,Median home price,Median home sqft,Median home cost per sqft,Median home age,Homeownership Rate,Avg Apartment Monthly Rent,Single Population,Num Violent Crimes Per 100k residents,Num Property Crimes Per 100k residents,Poverty Rate,Unemployment rate,Labor Force Participation rate,County,% Democrat,% Republican,% Asian,% Black,% Non-Hispanic White,% Hispanic,Foreign Born %,Timezone,Hottest month's avg high (F),Coldest month's avg high (F),Hottest high minus coldest high,Annual rainfall (in),Annual days of precipitation,Annual snowfall (in),Average yearly windspeed (mph),Air quality Index,Elevation (ft),UV Index,Land Area (sq mi),Fips Code,Latitude,Longitude,Annual Sunshine - Percentage of Possible,Summer Sunshine - Percentage of Possible,Winter Sunshine - Percentage of Possible,Annual Relative Humidity (afternoon),Summer Relative Humidity (afternoon),Number of days with thunder per year,Annual dew point (F),Average summer dew point (F),Hottest month's avg low (F),Coldest month's avg low (F),Summer rainfall (in),Winter rainfall (in),Percent of days that include precipitation,Percent of Summer days that include precipitation,Percent of Winter days that include precipitation,Days of snow per year
Hinsdale,Massachusetts,1970,95,Pittsfield,128401,$63953,33.80%,N/A,N/A,N/A,N/A,47,54.50%,N/A,47.90%,N/A,N/A,N/A,3.00%,N/A,Berkshire County,66.60%,25.70%,N/A,N/A,N/A,N/A,N/A,Eastern Standard Time,81,31,50,44.83,138,73.1,7.9,88,1092,3.3,20.74,MA-30315,42.4348264,-73.1133756,50%,58%,45%,57%,55%,22.7,37,58,59,15,13.49,9.4,42.9%,47.03%,42.11%,47
Housatonic,Massachusetts,682,766,Pittsfield,128401,$49435,39.89%,54,N/A,N/A,N/A,78,56.51%,$979,63.55%,N/A,N/A,3.37%,0.0%,83.33%,Berkshire County,66.60%,25.70%,0.0%,0.0%,83.72%,13.78%,10.12%,Eastern Standard Time,83,32,51,50.18,137,73.3,7.9,85,759,3.3,0.89,MA-31295,42.248788,-73.3626556,50%,58%,45%,57%,55%,22.7,37,58,58,14,15.45,10.85,42.9%,47.03%,42.11%,38
Lanesborough,Massachusetts,3004,104,Pittsfield,128401,$72708,41.81%,N/A,$430000,1830,$235,54,71.60%,N/A,38.10%,N/A,N/A,N/A,3.00%,N/A,Berkshire County,66.60%,25.70%,1.11%,1.85%,N/A,N/A,N/A,Eastern Standard Time,81,31,50,44.83,136,73.1,7.9,87,1092,3.3,28.88,MA-34340,42.531735,-73.239398,50%,58%,45%,57%,55%,22.7,37,58,59,15,13.49,9.4,42.9%,47.03%,42.11%,47
Lee,Massachusetts,1508,1134,Pittsfield,128401,$63250,26.53%,46,$490000,1639,$299,62,57.28%,$843,56.6%,N/A,N/A,2.85%,5.6%,61.99%,Berkshire County,66.60%,25.70%,0.33%,1.26%,86.14%,2.85%,13.73%,Eastern Standard Time,83,32,51,50.18,136,73.1,7.9,79,918,3.3,1.33,MA-34620,42.3068503,-73.2503981,50%,58%,45%,57%,55%,22.7,37,58,58,14,15.45,10.85,42.9%,47.03%,42.11%,47
Lenox,Massachusetts,1984,992,Pittsfield,128401,$40294,56.45%,62,$373000,1309,$285,48,51.9%,$967,71.24%,N/A,N/A,8.67%,4.8%,40.05%,Berkshire County,66.60%,25.70%,0.0%,2.67%,91.78%,4.74%,15.27%,Eastern Standard Time,83,32,51,44.83,130,73.1,7.9,84,918,3.3,2.0,MA-34935,42.3596091,-73.2854038,50%,58%,45%,57%,55%,22.7,37,58,58,14,13.49,9.4,42.9%,47.03%,42.11%,47
Monterey,Massachusetts,729,28,Pittsfield,128401,$48750,54.61%,N/A,$1325000,1830,$724,44,36.00%,N/A,43.70%,N/A,N/A,N/A,3.00%,N/A,Berkshire County,66.60%,25.70%,N/A,N/A,N/A,N/A,N/A,Eastern Standard Time,83,32,51,53.37,139,73.3,7.8,88,1239,3.3,26.04,MA-42460,42.1905711,-73.2273693,58%,63%,57%,53%,52%,19.9,38,59,58,14,14.86,13.08,41.23%,41.54%,43.44%,38
Mount Washington,Massachusetts,140,6,Pittsfield,128401,$65417,N/A,N/A,N/A,N/A,N/A,50,54.50%,N/A,50.70%,N/A,N/A,N/A,3.00%,N/A,Berkshire County,66.60%,25.70%,1.35%,N/A,N/A,N/A,N/A,Eastern Standard Time,80,31,49,53.56,141,73.3,7.9,86,1224,3.3,23.33,MA-43300,42.0939761,-73.466231,50%,58%,45%,57%,55%,22.7,37,58,61,15,15.16,13.05,41.23%,41.54%,43.44%,38
New Ashford,Massachusetts,334,25,Pittsfield,128401,$73750,31.88%,N/A,N/A,N/A,N/A,53,71.00%,N/A,37.00%,N/A,N/A,N/A,3.00%,N/A,Berkshire County,66.60%,25.70%,N/A,N/A,N/A,4.80%,N/A,Eastern Standard Time,82,33,49,41.08,136,73.1,7.9,86,597,3.3,13.36,MA-44350,42.605082,-73.2395502,50%,58%,45%,57%,55%,22.7,37,58,59,16,13.5,7.58,40.66%,45.71%,39.0%,47
New Marlborough,Massachusetts,1370,29,Pittsfield,128401,$64559,41.55%,N/A,$882000,2579,$342,61,57.60%,N/A,37.70%,N/A,N/A,N/A,3.00%,N/A,Berkshire County,66.60%,25.70%,N/A,1.36%,N/A,2.50%,N/A,Eastern Standard Time,80,31,49,53.56,139,73.3,7.8,87,1224,3.3,47.24,MA-45420,42.100878,-73.2400051,58%,63%,57%,53%,52%,19.9,38,59,61,15,15.16,13.05,41.23%,41.54%,43.44%,38
North Adams,Massachusetts,12897,634,Pittsfield,128401,$49123,22.63%,45,$200000,2151,$93,78,59.64%,$782,61.1%,N/A,N/A,14.2%,4.46%,59.54%,Berkshire County,66.60%,25.70%,3.21%,1.82%,84.97%,7.14%,5.74%,Eastern Standard Time,82,33,49,41.08,137,73.1,7.9,84,597,3.3,20.35,MA-46225,42.6844007,-73.1166037,50%,58%,45%,57%,55%,22.7,37,58,59,16,13.5,7.58,40.66%,45.71%,39.0%,47
Otis,Massachusetts,1577,44,Pittsfield,128401,$55833,37.73%,N/A,N/A,N/A,N/A,49,34.90%,N/A,42.90%,N/A,N/A,N/A,3.00%,N/A,Berkshire County,66.60%,25.70%,N/A,N/A,N/A,N/A,N/A,Eastern Standard Time,83,32,51,53.37,140,73.1,7.8,88,1239,3.3,35.84,MA-51580,42.2037718,-73.0856376,58%,63%,57%,53%,52%,19.9,38,59,58,14,14.86,13.08,43.73%,41.32%,47.67%,47
Peru,Massachusetts,811,31,Pittsfield,128401,$68971,N/A,N/A,N/A,N/A,N/A,39,76.30%,N/A,36.70%,N/A,N/A,N/A,3.00%,N/A,Berkshire County,66.60%,25.70%,N/A,N/A,N/A,1.70%,N/A,Eastern Standard Time,80,32,48,55.46,138,73.1,7.9,90,1176,3.3,26.16,MA-53050,42.4293037,-73.0400041,50%,58%,45%,57%,55%,22.7,37,58,57,13,15.56,13.84,43.73%,41.32%,47.67%,47
Pittsfield,Massachusetts,42514,1051,Pittsfield,128401,$56620,31.18%,44,$244000,1605,$152,73,67.42%,$907,56.94%,N/A,N/A,12.63%,7.21%,63.18%,Berkshire County,66.60%,25.70%,1.69%,4.62%,81.96%,7.2%,5.71%,Eastern Standard Time,81,31,50,44.83,136,73.1,7.9,74,1092,3.3,40.47,MA-53960,42.4517085,-73.2605219,50%,58%,45%,57%,55%,22.7,37,58,59,15,13.49,9.4,42.9%,47.03%,42.11%,47
Richmond,Massachusetts,1521,81,Pittsfield,128401,$77396,49.75%,N/A,N/A,N/A,N/A,50,71.30%,N/A,33.10%,N/A,N/A,N/A,3.00%,N/A,Berkshire County,66.60%,25.70%,1.41%,N/A,N/A,N/A,N/A,Eastern Standard Time,81,31,50,44.83,132,73.1,7.9,86,1092,3.3,18.78,MA-56795,42.3868056,-73.3591156,50%,58%,45%,57%,55%,22.7,37,58,59,15,13.49,9.4,42.9%,47.03%,42.11%,47
Sandisfield,Massachusetts,859,17,Pittsfield,128401,$56250,N/A,N/A,$272000,1629,$167,42,49.20%,N/A,48.20%,N/A,N/A,N/A,3.00%,N/A,Berkshire County,66.60%,25.70%,N/A,N/A,N/A,2.10%,N/A,Eastern Standard Time,80,31,49,53.6,139,73.3,7.8,88,813,3.3,50.53,MA-59665,42.1083887,-73.1228874,58%,63%,57%,53%,52%,19.9,38,59,61,15,14.6,13.15,41.23%,41.54%,43.44%,38
Savoy,Massachusetts,764,21,Pittsfield,128401,$57222,19.54%,N/A,$253000,1552,$163,42,73.90%,N/A,50.90%,N/A,N/A,N/A,3.00%,N/A,Berkshire County,66.60%,25.70%,N/A,8.68%,N/A,2.10%,N/A,Eastern Standard Time,76,29,47,41.08,132,73.1,7.9,90,1506,3.3,36.38,MA-60225,42.5962708,-73.0195811,50%,58%,45%,57%,55%,22.7,37,58,55,10,13.5,7.58,40.66%,45.71%,39.0%,47
Sheffield,Massachusetts,3190,67,Pittsfield,128401,$50530,30.53%,N/A,N/A,N/A,N/A,55,62.70%,N/A,54.30%,N/A,N/A,N/A,3.00%,N/A,Berkshire County,66.60%,25.70%,N/A,N/A,N/A,N/A,N/A,Eastern Standard Time,80,31,49,53.56,137,73.3,7.8,86,1224,3.3,47.61,MA-61065,42.1020578,-73.3599674,58%,63%,57%,53%,52%,19.9,38,59,61,15,15.16,13.05,41.23%,41.54%,43.44%,38
Stockbridge,Massachusetts,1980,87,Pittsfield,128401,$57981,46.37%,N/A,$558000,1771,$315,63,32.90%,N/A,56.70%,N/A,N/A,N/A,3.00%,N/A,Berkshire County,66.60%,25.70%,2.23%,4.85%,N/A,4.10%,N/A,Eastern Standard Time,83,32,51,50.18,136,73.1,7.9,85,759,3.3,22.76,MA-67595,42.302581,-73.3245041,50%,58%,45%,57%,55%,22.7,37,58,58,14,15.45,10.85,42.9%,47.03%,42.11%,47
Tyringham,Massachusetts,439,24,Pittsfield,128401,$77750,50.53%,N/A,$485000,1702,$285,50,51.10%,N/A,35.80%,N/A,N/A,N/A,3.00%,N/A,Berkshire County,66.60%,25.70%,N/A,N/A,N/A,3.20%,N/A,Eastern Standard Time,83,32,51,53.37,140,73.1,7.9,88,1239,3.3,18.29,MA-71095,42.2473447,-73.1975911,50%,58%,45%,57%,55%,22.7,37,58,58,14,14.86,13.08,42.9%,47.03%,42.11%,47
Washington,Massachusetts,499,13,Pittsfield,128401,$69583,N/A,N/A,N/A,N/A,N/A,37,83.10%,N/A,37.60%,N/A,N/A,N/A,3.00%,N/A,Berkshire County,66.60%,25.70%,1.59%,4.58%,N/A,1.00%,N/A,Eastern Standard Time,83,32,51,53.37,139,73.1,7.9,89,918,3.3,38.38,MA-73335,42.3656778,-73.1551215,50%,58%,45%,57%,55%,22.7,37,58,58,14,14.86,13.08,42.9%,47.03%,42.11%,47
West Stockbridge,Massachusetts,1095,59,Pittsfield,128401,$65455,58.00%,N/A,$490000,1782,$275,44,46.40%,N/A,44.90%,N/A,N/A,N/A,3.00%,N/A,Berkshire County,66.60%,25.70%,1.57%,4.70%,N/A,2.90%,N/A,Eastern Standard Time,83,32,51,50.18,135,73.1,7.9,85,759,3.3,18.56,MA-77990,42.3102524,-73.3882351,50%,58%,45%,57%,55%,22.7,37,58,58,14,15.45,10.85,42.9%,47.03%,42.11%,47
Williamstown,Massachusetts,4565,1343,Pittsfield,128401,$80000,74.95%,21,$354000,1356,$261,62,70.03%,$975,78.5%,N/A,N/A,6.22%,2.59%,61.78%,Berkshire County,66.60%,25.70%,6.77%,6.18%,76.87%,6.31%,9.86%,Eastern Standard Time,82,33,49,41.08,130,73.1,7.9,88,597,3.3,3.4,MA-79950,42.7087114,-73.2012134,50%,58%,45%,57%,55%,22.7,37,58,59,16,13.5,7.58,40.66%,45.71%,39.0%,47
Windsor,Massachusetts,909,26,Pittsfield,128401,$71731,N/A,N/A,$470000,2386,$197,38,71.50%,N/A,35.50%,N/A,N/A,N/A,3.00%,N/A,Berkshire County,66.60%,25.70%,1.39%,N/A,N/A,1.40%,N/A,Eastern Standard Time,76,29,47,55.46,133,73.1,7.9,90,1506,3.3,34.96,MA-80685,42.5136156,-73.0433859,50%,58%,45%,57%,55%,22.7,37,58,55,10,15.56,13.84,43.73%,41.32%,47.67%,47
