City,State,Population,People per sq mi,Metro Name,Metro population,Median household income,% with at least Bachelor's degree,Median age,Median home price,Median home sqft,Median home cost per sqft,Median home age,Homeownership Rate,Avg Apartment Monthly Rent,Single Population,Num Violent Crimes Per 100k residents,Num Property Crimes Per 100k residents,Poverty Rate,Unemployment rate,Labor Force Participation rate,County,% Democrat,% Republican,% Asian,% Black,% Non-Hispanic White,% Hispanic,Foreign Born %,Timezone,Hottest month's avg high (F),Coldest month's avg high (F),Hottest high minus coldest high,Annual rainfall (in),Annual snowfall (in),Average yearly windspeed (mph),Air quality Index,Elevation (ft),UV Index,Land Area (sq mi),Fips Code,Latitude,Longitude,Annual Sunshine - Percentage of Possible,Summer Sunshine - Percentage of Possible,Winter Sunshine - Percentage of Possible,Annual Relative Humidity (afternoon),Summer Relative Humidity (afternoon),Number of days with thunder per year,Annual dew point (F),Average summer dew point (F),Hottest month's avg low (F),Coldest month's avg low (F),Summer rainfall (in),Winter rainfall (in),Percent of days that include precipitation,Percent of Summer days that include precipitation,Percent of Winter days that include precipitation,Days of snow per year,Hottest month's avg heat index high (F)
Erie,Pennsylvania,96616,5048,Erie,292991,$38655,21.98%,35,$111000,1500,$74,70,53.72%,$725,64.0%,N/A,N/A,25.13%,8.07%,59.95%,Erie County,46.40%,48.00%,2.84%,15.64%,68.87%,8.17%,7.14%,Eastern Standard Time,82,36,46,44.97,101.6,8.5,57,669,3.5,19.14,PA-24000,42.1167569,-80.0732793,47%,64%,30%,65%,63%,37.2,39,58,65,22,10.91,10.96,46.96%,35.6%,62.33%,52,85
Fairview,Pennsylvania,2786,785,Erie,292991,$95978,33.4%,39,$279000,1722,$162,46,95.66%,$818,43.17%,N/A,N/A,1.78%,9.7%,52.43%,Erie County,46.40%,48.00%,0.43%,1.83%,91.13%,6.17%,1.04%,Eastern Standard Time,82,36,46,44.97,101.6,8.5,82,669,3.5,3.55,PA-24856,42.0288259,-80.2572559,47%,64%,31%,65%,63%,37.2,39,58,65,22,10.91,10.96,46.96%,35.6%,62.33%,52,85
Fairview township (Erie Cnty),Pennsylvania,2786,785,Erie,292991,$95978,33.4%,39,$279000,1722,$162,46,95.66%,$818,43.17%,N/A,N/A,1.78%,9.7%,52.43%,Erie County,46.40%,48.00%,0.43%,1.83%,91.13%,6.17%,1.04%,Eastern Standard Time,82,36,46,44.97,101.6,8.5,81,669,3.5,3.55,PA-24856,42.0288259,-80.2572559,47%,64%,31%,65%,63%,37.2,39,58,65,22,10.91,10.96,46.96%,35.6%,62.33%,52,85
Franklin township (Erie Cnty),Pennsylvania,1616,345,Erie,292991,N/A,N/A,N/A,$93000,1755,$53,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Erie County,46.40%,48.00%,N/A,N/A,N/A,N/A,N/A,Eastern Standard Time,82,36,46,44.97,101.6,8.5,84,669,3.5,4.68,PA-27392,41.9299331,-80.2149509,47%,64%,31%,65%,63%,37.2,39,58,65,22,10.91,10.96,46.96%,35.6%,62.33%,52,85
Girard borough,Pennsylvania,3018,1290,Erie,292991,N/A,N/A,N/A,$165000,1435,$115,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Erie County,46.40%,48.00%,N/A,N/A,N/A,N/A,N/A,Eastern Standard Time,82,36,46,44.97,101.6,8.5,77,669,3.5,2.34,PA-29240,41.9860307,-80.3253712,47%,64%,31%,65%,63%,37.2,39,58,65,22,10.91,10.96,46.96%,35.6%,62.33%,52,85
Girard township (Erie Cnty),Pennsylvania,5010,2141,Erie,292991,N/A,N/A,N/A,$165000,1435,$115,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Erie County,46.40%,48.00%,N/A,N/A,N/A,N/A,N/A,Eastern Standard Time,82,36,46,44.97,101.6,8.5,82,669,3.5,2.34,PA-29240,41.9860307,-80.3253712,47%,64%,31%,65%,63%,37.2,39,58,65,22,10.91,10.96,46.96%,35.6%,62.33%,52,85
Greene township (Erie Cnty),Pennsylvania,4634,124,Erie,292991,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Erie County,46.40%,48.00%,N/A,N/A,N/A,N/A,N/A,Eastern Standard Time,81,33,48,49.99,101.6,8.5,83,1281,3.5,37.37,PA-30936,42.0516352,-79.9545305,47%,64%,30%,65%,63%,37.2,39,58,59,17,13.92,11.43,46.96%,35.6%,62.33%,52,84
Harborcreek,Pennsylvania,17521,514,Erie,292991,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Erie County,46.40%,48.00%,N/A,N/A,N/A,N/A,N/A,Eastern Standard Time,82,36,46,45.43,101.6,8.5,77,690,3.5,34.09,PA-32520,42.149787,-79.9501046,47%,64%,30%,65%,63%,37.2,39,58,65,22,12.51,9.2,46.96%,35.6%,62.33%,52,85
Lake City,Pennsylvania,2890,1606,Erie,292991,$62057,28.13%,37,$245000,1531,$160,50,85.83%,$800,54.08%,N/A,N/A,13.01%,2.82%,69.01%,Erie County,46.40%,48.00%,0.0%,0.83%,86.99%,7.61%,3.46%,Eastern Standard Time,82,36,46,44.97,101.6,8.5,77,669,3.5,1.8,PA-40960,42.0179956,-80.3464759,47%,64%,31%,65%,63%,37.2,39,58,65,22,10.91,10.96,46.96%,35.6%,62.33%,52,85
Lawrence Park,Pennsylvania,3780,2054,Erie,292991,$58105,26.79%,36,$185000,1285,$144,76,67.54%,$986,49.8%,N/A,N/A,16.34%,3.89%,67.09%,Erie County,46.40%,48.00%,0.58%,9.05%,89.13%,1.01%,1.8%,Eastern Standard Time,82,36,46,44.97,101.6,8.5,68,669,3.5,1.84,PA-41992,42.1506059,-80.0229989,47%,64%,30%,65%,63%,37.2,39,58,65,22,10.91,10.96,46.96%,35.6%,62.33%,52,85
Lawrence Park township,Pennsylvania,3780,2054,Erie,292991,$58105,26.79%,36,$185000,1285,$144,76,67.54%,$986,49.8%,N/A,N/A,16.34%,3.89%,67.09%,Erie County,46.40%,48.00%,0.58%,9.05%,89.13%,1.01%,1.8%,Eastern Standard Time,82,36,46,44.97,101.6,8.5,68,669,3.5,1.84,PA-41992,42.1506059,-80.0229989,47%,64%,30%,65%,63%,37.2,39,58,65,22,10.91,10.96,46.96%,35.6%,62.33%,52,85
LeBoeuf,Pennsylvania,1675,50,Erie,292991,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Erie County,46.40%,48.00%,N/A,N/A,N/A,N/A,N/A,Eastern Standard Time,81,33,48,49.99,101.6,8.5,85,1281,3.5,33.5,PA-42208,41.8835126,-79.9592832,47%,64%,30%,65%,63%,37.2,39,58,59,17,13.92,11.43,46.96%,35.6%,62.33%,52,84
McKean,Pennsylvania,4410,7737,Erie,292991,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Erie County,46.40%,48.00%,N/A,N/A,N/A,N/A,N/A,Eastern Standard Time,82,36,46,44.97,101.6,8.5,84,669,3.5,0.57,PA-46224,41.9924367,-80.1292996,47%,64%,31%,65%,63%,37.2,39,58,65,22,10.91,10.96,46.96%,35.6%,62.33%,52,85
McKean borough,Pennsylvania,453,795,Erie,292991,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Erie County,46.40%,48.00%,N/A,N/A,N/A,N/A,N/A,Eastern Standard Time,82,36,46,44.97,101.6,8.5,84,669,3.5,0.57,PA-46224,41.9924367,-80.1292996,47%,64%,31%,65%,63%,37.2,39,58,65,22,10.91,10.96,46.96%,35.6%,62.33%,52,85
Mill Village,Pennsylvania,337,366,Erie,292991,$46797,17.95%,44,N/A,N/A,N/A,55,77.45%,$700,52.84%,N/A,N/A,18.21%,4.92%,65.36%,Erie County,46.40%,48.00%,0.89%,0.89%,94.36%,1.19%,0.59%,Eastern Standard Time,81,33,48,49.99,101.6,8.5,85,1281,3.5,0.92,PA-49936,41.8775113,-79.9726255,47%,64%,30%,65%,63%,37.2,39,58,59,17,13.92,11.43,46.96%,35.6%,62.33%,52,84
Millcreek township (Erie Cnty),Pennsylvania,53948,1682,Erie,292991,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Erie County,46.40%,48.00%,N/A,N/A,N/A,N/A,N/A,Eastern Standard Time,82,36,46,44.97,101.6,8.5,70,669,3.5,32.07,PA-49548,42.0865159,-80.1190225,47%,64%,30%,65%,63%,37.2,39,58,65,22,10.91,10.96,46.96%,35.6%,62.33%,52,85
North East,Pennsylvania,6349,4884,Erie,292991,N/A,N/A,N/A,$200000,1299,$154,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Erie County,46.40%,48.00%,N/A,N/A,N/A,N/A,N/A,Eastern Standard Time,82,36,46,45.43,101.6,8.5,84,690,3.5,1.3,PA-54960,42.2000044,-79.824932,47%,64%,30%,65%,63%,37.2,39,58,65,22,12.51,9.2,46.96%,35.6%,62.33%,52,85
North East borough,Pennsylvania,4201,3232,Erie,292991,N/A,N/A,N/A,$200000,1299,$154,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Erie County,46.40%,48.00%,N/A,N/A,N/A,N/A,N/A,Eastern Standard Time,82,36,46,45.43,101.6,8.5,75,690,3.5,1.3,PA-54960,42.2000044,-79.824932,47%,64%,30%,65%,63%,37.2,39,58,65,22,12.51,9.2,46.96%,35.6%,62.33%,52,85
Northwest Harborcreek,Pennsylvania,9321,1864,Erie,292991,$62791,34.68%,50,$213000,1449,$147,46,87.06%,$847,37.26%,N/A,N/A,6.19%,3.62%,54.04%,Erie County,46.40%,48.00%,3.89%,0.79%,93.32%,0.46%,4.76%,Eastern Standard Time,82,36,46,45.43,101.6,8.5,76,690,3.5,5.0,PA-55572,42.1494759,-79.9946007,47%,64%,30%,65%,63%,37.2,39,58,65,22,12.51,9.2,46.96%,35.6%,62.33%,52,85
Platea,Pennsylvania,443,133,Erie,292991,$56964,5.76%,57,$210000,1346,$156,42,89.62%,$900,32.53%,N/A,N/A,7.73%,3.14%,50.93%,Erie County,46.40%,48.00%,0.0%,0.0%,96.61%,2.48%,1.81%,Eastern Standard Time,81,33,48,50.4,106.4,8.5,82,918,3.5,3.34,PA-61168,41.9509859,-80.3304503,47%,64%,31%,65%,63%,37.2,39,58,58,18,14.06,11.0,53.26%,45.16%,66.0%,48,84
Springfield township (Erie Cnty),Pennsylvania,3380,90,Erie,292991,N/A,N/A,N/A,$377000,1770,$213,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Erie County,46.40%,48.00%,N/A,N/A,N/A,N/A,N/A,Eastern Standard Time,81,33,48,50.4,106.4,8.5,86,918,3.5,37.56,PA-73048,41.9595643,-80.4499731,47%,64%,31%,65%,63%,37.2,39,58,58,18,14.06,11.0,53.26%,45.16%,66.0%,48,84
Summit township (Erie Cnty),Pennsylvania,6910,287,Erie,292991,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Erie County,46.40%,48.00%,N/A,N/A,N/A,N/A,N/A,Eastern Standard Time,82,36,46,44.97,101.6,8.5,80,669,3.5,24.08,PA-75208,42.0375423,-80.0512737,47%,64%,30%,65%,63%,37.2,39,58,65,22,10.91,10.96,46.96%,35.6%,62.33%,52,85
Union City,Pennsylvania,3238,1769,Erie,292991,N/A,N/A,N/A,$52000,2167,$24,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Erie County,46.40%,48.00%,N/A,N/A,N/A,N/A,N/A,Eastern Standard Time,81,33,48,49.99,88.7,8.5,74,1281,3.5,1.83,PA-78312,41.894064,-79.8228534,47%,64%,30%,65%,63%,37.2,39,58,59,17,13.92,11.43,44.25%,38.68%,55.11%,39,84
Union township (Erie Cnty),Pennsylvania,1729,945,Erie,292991,N/A,N/A,N/A,$52000,2167,$24,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Erie County,46.40%,48.00%,N/A,N/A,N/A,N/A,N/A,Eastern Standard Time,81,33,48,49.99,88.7,8.5,86,1281,3.5,1.83,PA-78312,41.894064,-79.8228534,47%,64%,30%,65%,63%,37.2,39,58,59,17,13.92,11.43,44.25%,38.68%,55.11%,39,84
Venango township (Erie Cnty),Pennsylvania,2220,8222,Erie,292991,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Erie County,46.40%,48.00%,N/A,N/A,N/A,N/A,N/A,Eastern Standard Time,81,33,48,49.99,101.6,8.5,85,1281,3.5,0.27,PA-79928,42.0429702,-79.8329064,47%,64%,30%,65%,63%,37.2,39,58,59,17,13.92,11.43,46.96%,35.6%,62.33%,52,84
Washington township (Erie Cnty),Pennsylvania,4509,1544,Erie,292991,N/A,N/A,N/A,$190000,1242,$153,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Erie County,46.40%,48.00%,N/A,N/A,N/A,N/A,N/A,Eastern Standard Time,81,33,48,49.99,101.6,8.5,84,1281,3.5,2.92,PA-81224,41.8937994,-80.1144254,47%,64%,31%,65%,63%,37.2,39,58,59,17,13.92,11.43,46.96%,35.6%,62.33%,52,84
Waterford,Pennsylvania,3939,3202,Erie,292991,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Erie County,46.40%,48.00%,N/A,N/A,N/A,N/A,N/A,Eastern Standard Time,81,33,48,49.99,101.6,8.5,85,1281,3.5,1.23,PA-81472,41.9564468,-79.9770727,47%,64%,30%,65%,63%,37.2,39,58,59,17,13.92,11.43,46.96%,35.6%,62.33%,52,84
Waterford borough,Pennsylvania,1393,1133,Erie,292991,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Erie County,46.40%,48.00%,N/A,N/A,N/A,N/A,N/A,Eastern Standard Time,81,33,48,49.99,101.6,8.5,85,1281,3.5,1.23,PA-81472,41.9564468,-79.9770727,47%,64%,30%,65%,63%,37.2,39,58,59,17,13.92,11.43,46.96%,35.6%,62.33%,52,84
Wattsburg,Pennsylvania,430,1433,Erie,292991,$40714,13.4%,39,N/A,N/A,N/A,66,69.3%,$717,45.06%,N/A,N/A,17.42%,4.65%,63.61%,Erie County,46.40%,48.00%,0.93%,0.0%,93.02%,1.86%,1.63%,Eastern Standard Time,81,33,48,49.99,101.6,8.5,85,1281,3.5,0.3,PA-81648,42.0029605,-79.8070773,47%,64%,30%,65%,63%,37.2,39,58,59,17,13.92,11.43,46.96%,35.6%,62.33%,52,84
Wayne township (Erie Cnty),Pennsylvania,1808,853,Erie,292991,N/A,N/A,N/A,$1650000,3700,$446,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Erie County,46.40%,48.00%,N/A,N/A,N/A,N/A,N/A,Eastern Standard Time,81,33,48,49.99,88.7,8.5,86,1281,3.5,2.12,PA-81760,41.9620073,-79.6914725,47%,64%,30%,65%,63%,37.2,39,58,59,17,13.92,11.43,51.7%,44.29%,64.11%,39,84
Wesleyville,Pennsylvania,3147,5938,Erie,292991,$41910,18.76%,36,$102000,1041,$98,68,79.73%,$788,51.68%,N/A,N/A,21.64%,4.38%,65.8%,Erie County,46.40%,48.00%,4.26%,1.72%,80.46%,7.44%,4.96%,Eastern Standard Time,82,36,46,44.97,101.6,8.5,64,669,3.5,0.53,PA-82344,42.1369216,-80.0122707,47%,64%,30%,65%,63%,37.2,39,58,65,22,10.91,10.96,46.96%,35.6%,62.33%,52,85
